ticker,shares,price,notional,fee,date
KHC,-45.89147866303504,113.20569360569786,5195.176672639966,5.195176672639966,2025-04-01
GOOGL,-55.632022553711096,100.73228225441765,5603.940598264555,5.603940598264555,2025-04-01
BN,52.58533289656519,74.30553272827142,3907.381174572772,3.9073811745727722,2025-04-01
H1467J104,25.416470363861347,97.54063384787308,2479.1386294667172,2.4791386294667173,2025-04-01
CMG,12.542799801737177,88.31342660569848,1107.6976297206857,1.1076976297206858,2025-04-01
QSR,16.90821377077013,95.15717213012263,1608.937808198083,1.6089378081980832,2025-04-01
NKE,16.892544397467965,92.15447642098201,1556.7235843668534,1.5567235843668534,2025-04-01
HHH,81.95317389048617,86.55391481052713,7093.368031369457,7.093368031369457,2025-04-01
GOOG,5.902387701457582,125.5348716176676,740.9554823401777,0.7409554823401777,2025-04-01
HLT,-61.00053262082127,113.89095338695958,6947.408817297663,6.947408817297663,2025-04-01
DUT,24.303998112281324,118.48048145194232,2879.5493975501886,2.8795493975501887,2025-04-01
MSFT,-20.87079408083093,89.75658402378433,1873.2911825592018,1.8732911825592018,2025-04-01
CP,43.13359535673162,78.22881029880345,3374.289848667107,3.374289848667107,2025-04-01
NVDA,-2.3404422401973237,107.2346575503748,250.97652214399207,0.2509765221439921,2025-04-01
APO,-4.90447776266967,111.27725180653638,545.756806976151,0.545756806976151,2025-04-01
AMZN,-12.879749784164552,75.86579087332235,977.1324036261467,0.9771324036261467,2025-04-01
SE,14.78052255912512,116.5682635091053,1722.9398484743724,1.7229398484743725,2025-04-01
OXY,110.0370486762567,83.37518825508894,9174.359648417289,9.174359648417289,2025-05-01
SPY,20.771300437611018,131.01621296283142,2721.3771216489986,2.721377121648999,2025-05-01
META,32.569916518935074,90.34304961363291,2942.4655839820334,2.9424655839820333,2025-05-01
KHC,-42.61204540819468,120.69351977640828,5142.997745187153,5.142997745187153,2025-05-01
GOOGL,82.15925673820801,88.86150729066493,7300.795391637884,7.300795391637884,2025-05-01
BN,5.103422143536992,73.31262326893,374.1452649914427,0.3741452649914427,2025-05-01
H1467J104,-21.47632298852011,100.8549131869759,2165.9926905826505,2.1659926905826508,2025-05-01
CMG,84.35378003571606,76.02748430078682,6413.205687377427,6.4132056873774275,2025-05-01
QSR,95.55629990211908,79.34940068879659,7582.335129272062,7.582335129272062,2025-05-01
NKE,-24.277368809101773,96.0931191203531,2332.8880929017614,2.3328880929017615,2025-05-01
HHH,-67.3752859378531,98.31595881076237,6624.065837129303,6.6240658371293035,2025-05-01
GOOG,-33.510981139708896,137.1961232430149,4597.57669843785,4.59757669843785,2025-05-01
HLT,9.228663619735025,110.33980815110777,1018.2889732926706,1.0182889732926705,2025-05-01
DUT,-62.61379515558484,142.73977992383212,8937.479340704085,8.937479340704085,2025-05-01
MSFT,-36.44357239904822,97.15679891347295,3540.7408352629213,3.5407408352629215,2025-05-01
CP,25.585159196926895,73.419634285039,1878.4530313628748,1.878453031362875,2025-05-01
NVDA,-36.46626448749602,121.7080702078045,4438.238678460533,4.438238678460533,2025-05-01
APO,12.906963499709413,105.51875061305256,1361.9266626976096,1.3619266626976096,2025-05-01
AMZN,6.650457202245347,73.98503787638117,492.03432800337396,0.492034328003374,2025-05-01
SE,-27.067914871312926,130.69662170024415,3537.6850301503982,3.5376850301503984,2025-05-01
NKE,-479.1277648344709,105.37678424813812,50488.9431022547,50.4889431022547,2025-06-02
APO,-289.80061965384687,114.32619580265526,33131.80238627652,33.13180238627652,2025-06-02
OXY,162.42014763183218,78.12783594734925,12689.534648724031,12.689534648724031,2025-06-02
META,-52.77917109998197,103.86562196708833,5481.941433207001,5.481941433207001,2025-06-02
BN,241.71366625452646,68.09040484154204,16458.381391004084,16.458381391004085,2025-06-02
KHC,-8.764914954489749,131.1202329652692,1149.2576907534676,1.1492576907534677,2025-06-02
GOOGL,-158.6781928901559,113.1463055157077,17953.85129142998,17.95385129142998,2025-06-02
H1467J104,11.566858238692733,114.39164117970112,1323.1518972170088,1.3231518972170089,2025-06-02
SPY,-194.3554319431677,119.76362355430842,23276.710786976546,23.276710786976547,2025-06-02
UBER,587.191576102262,94.7506072355028,55636.758399261285,55.63675839926129,2025-06-02
QSR,11.239109392945794,89.40039990421876,1004.7808742966154,1.0047808742966153,2025-06-02
HHH,67.3023097249553,94.76340561816917,6377.79607550559,6.37779607550559,2025-06-02
DUT,92.1814521063651,115.25941883327953,10624.780596987432,10.624780596987431,2025-06-02
MSFT,174.2896110474397,76.92223970859101,13406.74723970825,13.406747239708249,2025-06-02
CMG,-49.86350240150961,75.37531439455725,3758.477170327548,3.7584771703275477,2025-06-02
GOOG,15.484101590095237,119.39656652347747,1848.7485655580895,1.8487485655580895,2025-06-02
CP,17.70988503888623,78.2612947792693,1385.9985335352467,1.3859985335352467,2025-06-02
SE,28.432792559338168,141.65766296550626,4027.7229455388806,4.027722945538881,2025-06-02
HLT,-95.45894428109754,111.12159355373568,10607.550007472822,10.607550007472822,2025-06-02
AMZN,21.93825847646319,72.7133635118176,1595.2045634152819,1.5952045634152818,2025-06-02
NVDA,-48.850240891928,140.38796802228808,6857.986056217058,6.857986056217058,2025-06-02
V,254.7890604816928,103.00417566113751,26244.337142392473,26.244337142392475,2025-06-02
OXY,-87.85971925028214,86.34000671089017,7585.808749686285,7.585808749686286,2025-06-30
META,-25.0651409766942,110.37266665642609,2766.506449716995,2.7665064497169953,2025-06-30
BN,-90.33753630241178,76.12130038782348,6876.610737171795,6.876610737171795,2025-06-30
KHC,22.929063381889762,129.4334648688792,2967.788119716133,2.967788119716133,2025-06-30
GOOGL,3.178193081486496,115.58973170239675,367.36648558743764,0.3673664855874376,2025-06-30
H1467J104,-2.3616367934909435,118.03278915385408,278.7505777041006,0.2787505777041006,2025-06-30
SPY,60.61859773605396,109.06074549051372,6611.109459683612,6.611109459683612,2025-06-30
UBER,-8.226397138302977,98.70953900940016,812.0238692301355,0.8120238692301355,2025-06-30
QSR,103.94018624957192,78.44820943401355,8153.921499516793,8.153921499516793,2025-06-30
HHH,-9.363315296674276,99.07880865283826,927.7061246353842,0.9277061246353842,2025-06-30
DUT,34.07625598819741,108.76350976871996,3706.253201053711,3.7062532010537113,2025-06-30
MSFT,-30.01302598438692,83.35551432085076,2501.75121725363,2.50175121725363,2025-06-30
CMG,-60.75340188814512,86.37265774196598,5247.432787944868,5.247432787944868,2025-06-30
GOOG,46.052927210477264,108.25855162828633,4985.623198049165,4.985623198049165,2025-06-30
CP,13.730422882029078,78.1915523498067,1073.6030795651604,1.0736030795651605,2025-06-30
SE,-8.794366010144977,151.11446726364932,1328.9559345446032,1.3289559345446031,2025-06-30
HLT,-2.0132780240380557,114.93488813172941,231.39588447088315,0.23139588447088316,2025-06-30
AMZN,71.22130350193319,63.51351916561844,4523.515624970361,4.523515624970361,2025-06-30
NVDA,-22.253568162140237,161.75629637922117,3599.654767130356,3.5996547671303563,2025-06-30
V,-4.984570638460254,107.91582073304657,537.9140314512842,0.5379140314512842,2025-06-30
OXY,158.24241531311148,78.01489805600626,12345.265898788595,12.345265898788595,2025-07-30
META,124.71587577534125,96.73953700648481,12064.956079864787,12.064956079864787,2025-07-30
BN,9.238394278503216,77.47927984182927,715.7841355933051,0.7157841355933051,2025-07-30
KHC,-65.50579279187254,149.59730219988725,9799.489880128953,9.799489880128952,2025-07-30
GOOGL,-23.115195127891873,123.60936547343758,2857.25460255341,2.8572546025534105,2025-07-30
H1467J104,-68.23017192051275,139.43251976497487,9513.504794874527,9.513504794874526,2025-07-30
SPY,-11.318995829987491,114.43393992890316,1295.277288864294,1.295277288864294,2025-07-30
UBER,-17.354373335764475,104.51099801368318,1813.7228772227973,1.8137228772227973,2025-07-30
QSR,-33.65584351054152,84.55938340097377,2845.917375091056,2.845917375091056,2025-07-30
HHH,73.0936043825327,89.30297053170358,6527.475998229317,6.527475998229317,2025-07-30
DUT,-10.648864197877282,114.61736579133175,1220.544763030317,1.220544763030317,2025-07-30
MSFT,-10.105285504252842,87.22296674881149,881.4129815246924,0.8814129815246925,2025-07-30
CMG,-11.508429342677598,90.69338097013429,1043.7383667433314,1.0437383667433315,2025-07-30
GOOG,-4.94247033454505,112.60283699416895,556.5361814292919,0.556536181429292,2025-07-30
CP,11.87712272320295,78.45055017154138,931.7668120901872,0.9317668120901872,2025-07-30
SE,-14.907188604384654,166.0426847252743,2475.229617578043,2.475229617578043,2025-07-30
HLT,-46.37715559156227,140.5050520702907,6516.22466126443,6.51622466126443,2025-07-30
AMZN,13.692798898077159,63.40652362609255,868.2127768382634,0.8682127768382634,2025-07-30
NVDA,29.99217013117486,142.71843336085394,4280.435534213473,4.280435534213473,2025-07-30
V,30.582676718566585,98.74454386965621,3019.872462888012,3.019872462888012,2025-07-30
CP,-514.1695009839492,73.37890727003021,37729.19613377892,37.72919613377892,2025-08-29
OXY,-239.23430834889047,88.5449676709138,21182.99409852593,21.18299409852593,2025-08-29
META,8.921328143606335,99.03822505103749,883.5525044406387,0.8835525044406387,2025-08-29
UBER,366.1399633574344,90.99926393462675,33318.46716257774,33.31846716257774,2025-08-29
BN,-21.744930877905908,83.1922729594274,1809.0102250786297,1.8090102250786297,2025-08-29
GOOGL,-78.97924986873186,152.01807338982752,12006.273402818404,12.006273402818405,2025-08-29
KHC,-62.19321887683261,156.69956641071417,9745.650431686314,9.745650431686315,2025-08-29
H1467J104,101.8194791373077,113.50852919737568,11557.379320518674,11.557379320518674,2025-08-29
AMZN,603.3603431385683,56.28632679729467,33960.93745042531,33.960937450425305,2025-08-29
MSFT,60.07683010749336,92.6918940325552,5568.635170135596,5.568635170135596,2025-08-29
QSR,-35.49143851726193,84.23898096347577,2989.7626136219988,2.989762613621999,2025-08-29
DUT,-9.24658398543678,123.00760450916093,1137.4001459413485,1.1374001459413485,2025-08-29
HHH,-28.532618424705603,83.73729377188344,2389.2442511106274,2.3892442511106275,2025-08-29
NVDA,47.03493062545263,168.33781019173858,7917.757224009038,7.917757224009038,2025-08-29
CMG,-76.54345223499207,99.4680639303905,7613.629000362983,7.613629000362983,2025-08-29
SPY,-198.45295756898852,132.3559875263834,26266.43717657494,26.26643717657494,2025-08-29
GOOG,0.7129168561762609,104.28343191628966,74.34541643303237,0.07434541643303237,2025-08-29
SE,23.818405101661774,156.79422075109585,3734.588267448984,3.734588267448984,2025-08-29
HLT,-40.26636192358911,149.49995585824323,6019.819330148617,6.019819330148617,2025-08-29
V,68.31299880772758,80.9366995405557,5529.028659215386,5.5290286592153866,2025-08-29
IVV,259.4989463821869,101.20716626215327,26263.153011355585,26.263153011355588,2025-08-29
OXY,-4.522469361708584,86.78231377686383,392.47035519404744,0.39247035519404744,2025-09-29
META,20.53990451234929,94.40363169925237,1939.041580721634,1.9390415807216341,2025-09-29
UBER,53.312358278412034,83.98705703953054,4477.54807564088,4.47754807564088,2025-09-29
BN,31.02342741137664,78.77403963541111,2443.8407005300833,2.4438407005300835,2025-09-29
GOOGL,35.659856266729086,138.13944538773782,4926.032767292403,4.926032767292403,2025-09-29
KHC,-103.00064876317268,197.01670061679314,20292.847980709455,20.292847980709457,2025-09-29
H1467J104,70.67442473037757,98.2894930390546,6946.553377575635,6.946553377575635,2025-09-29
AMZN,-29.41479894702549,56.45350310107175,1660.5684435733056,1.6605684435733057,2025-09-29
MSFT,-38.13704839052906,96.64816590557898,3685.875779996946,3.6858757799969464,2025-09-29
QSR,20.934263270664864,79.62730730198291,1666.939014593845,1.6669390145938452,2025-09-29
DUT,22.829983279057284,113.55632973995166,2592.489109194212,2.592489109194212,2025-09-29
HHH,-38.53543250255781,87.66648654057524,3378.2659748207298,3.3782659748207298,2025-09-29
NVDA,-3.2445851744101435,166.37129259891674,539.8058294138973,0.5398058294138973,2025-09-29
CMG,-6.5626779374107285,98.55662403621463,646.7953821481497,0.6467953821481497,2025-09-29
SPY,-28.51664896661762,141.62393278133086,4038.639976397062,4.038639976397063,2025-09-29
GOOG,102.7921055617573,80.48041067489699,8272.75086974759,8.27275086974759,2025-09-29
SE,29.07691006737705,136.31731882285828,3963.686420038215,3.9636864200382154,2025-09-29
HLT,4.507917878689859,142.74577917557295,643.4862500530799,0.6434862500530799,2025-09-29
V,-32.78547850713837,87.1902537654572,2858.5741908593377,2.8585741908593376,2025-09-29
IVV,-6.2850524154752065,101.22771795893625,636.2215132708552,0.6362215132708552,2025-09-29
OXY,187.76182188649273,76.83094698599592,14425.918583355131,14.42591858335513,2025-10-28
META,-42.166875558552405,103.14976393807878,4349.503259871024,4.349503259871024,2025-10-28
UBER,34.09830474508521,84.43728709260465,2879.168347131883,2.879168347131883,2025-10-28
BN,-108.47080281436382,91.48156486160948,9923.078783253077,9.923078783253077,2025-10-28
GOOGL,70.98889211297401,126.36684423262075,8970.642271886507,8.970642271886508,2025-10-28
KHC,-24.137988467194457,219.80435640609647,5305.635019969457,5.305635019969457,2025-10-28
H1467J104,-13.308525970048175,104.46926435463924,1390.3319177355443,1.3903319177355442,2025-10-28
AMZN,-21.407113149786483,59.93511002869918,1283.0376820292659,1.283037682029266,2025-10-28
MSFT,-46.24171525678087,109.62832040733194,5069.401576354983,5.069401576354983,2025-10-28
QSR,181.82283615254818,65.05083810075851,11827.727877580153,11.827727877580154,2025-10-28
DUT,-11.99589462139233,121.59027010872035,1458.5840672108388,1.4585840672108388,2025-10-28
HHH,15.489743036836435,88.61064975008472,1372.556194955927,1.3725561949559268,2025-10-28
NVDA,35.562217907374404,152.01103292008773,5405.849477029224,5.405849477029224,2025-10-28
CMG,-48.98622018829821,115.6740389429465,5666.433941728959,5.666433941728959,2025-10-28
SPY,-4.141593637543616,149.42300203223306,618.8493545193633,0.6188493545193633,2025-10-28
GOOG,-8.94394199076631,85.27673406318239,762.7101626231088,0.7627101626231088,2025-10-28
SE,-16.246041938546963,151.02579888630677,2453.571462509499,2.453571462509499,2025-10-28
HLT,15.414820130241075,138.25097601056171,2131.1139280330826,2.131113928033083,2025-10-28
V,-67.30045001086707,115.25819862582401,7756.928634959856,7.7569286349598565,2025-10-28
IVV,-9.601077138793947,109.45784890659662,1050.913250798687,1.050913250798687,2025-10-28
GOOGL,54.96708376169817,147.08767784766786,8084.980708566436,8.084980708566436,2025-11-27
UBER,43.19256463532558,84.15244940557838,3634.76011017141,3.6347601101714098,2025-11-27
OXY,-78.90815869899158,75.3768085403568,5947.845170525979,5.947845170525978,2025-11-27
BN,108.19950067826032,79.88661071581657,8643.691390329914,8.643691390329915,2025-11-27
AMZN,278.39943407162144,52.99585883175669,14754.017106900605,14.754017106900605,2025-11-27
KHC,-12.140555415379124,197.7275293340216,2400.5220270256905,2.4005220270256906,2025-11-27
H1467J104,-34.68067200658582,105.83157560305605,3670.310161429777,3.6703101614297773,2025-11-27
META,-249.2726990014506,96.47578870935726,24048.78023987516,24.04878023987516,2025-11-27
MSFT,85.42524214210705,95.09921953035635,8123.873855906088,8.123873855906087,2025-11-27
QSR,-36.74489319584666,59.19584293044606,2175.1449261173548,2.1751449261173548,2025-11-27
HHH,-85.42217043724841,100.55994827877306,8590.049041030237,8.590049041030237,2025-11-27
GOOG,80.35040164983556,78.67279977770448,6321.3910610556495,6.32139106105565,2025-11-27
DUT,-48.738068552248954,122.06194013133769,5949.063205741644,5.949063205741644,2025-11-27
NVDA,93.29023069619825,111.62341135164972,10413.373796092037,10.413373796092037,2025-11-27
SE,10.919405052403565,155.52747839927358,1698.2675334206142,1.6982675334206143,2025-11-27
IVV,175.53712276017663,87.56500629110519,15370.909258817372,15.370909258817372,2025-11-27
SPY,-27.432945201685822,131.63679656132413,3611.1850265922694,3.6111850265922696,2025-11-27
CMG,-91.83973710230458,114.15496872195502,10483.962316346151,10.483962316346151,2025-11-27
HLT,-10.755841722301215,124.57586404601119,1339.918276097811,1.339918276097811,2025-11-27
V,-65.0967258771835,137.06659230613386,8922.586386272065,8.922586386272066,2025-11-27
