nameOfIssuer,titleOfClass,cusip,value,shares,putCall,investmentDiscretion,va_sole,va_shared,va_none
ATLANTA BRAVES HLDGS INC,COM SER C,047726302,138960000,3632,,DFND,3632,0,0
BANK AMER CORP,COM,060505104,172284000000,3920000,,DFND,3920000,0,0
BANK AMER CORP,COM,060505104,523005000000,11900000,,DFND,11900000,0,0
BANK AMER CORP,COM,060505104,6394725000,145500,,DFND,145500,0,0
BANK AMER CORP,COM,060505104,6153000000000,140000000,,DFND,140000000,0,0
BANK AMER CORP,COM,060505104,246120000000,5600000,,DFND,5600000,0,0
BANK AMER CORP,COM,060505104,92295000000,2100000,,DFND,2100000,0,0
BANK AMER CORP,COM,060505104,922950000000,21000000,,DFND,21000000,0,0
BANK AMER CORP,COM,060505104,13659660000000,310800000,,DFND,310800000,0,0
BANK AMER CORP,COM,060505104,486201578000,11062607,,DFND,11062607,0,0
BANK AMER CORP,COM,060505104,5973045846000,135905480,,DFND,135905480,0,0
BANK AMER CORP,COM,060505104,1230600000000,28000000,,DFND,28000000,0,0
BANK AMER CORP,COM,060505104,430710000000,9800000,,DFND,9800000,0,0
CAPITAL ONE FINL CORP,COM,14040H105,345800462000,1939213,,DFND,1939213,0,0
CAPITAL ONE FINL CORP,COM,14040H105,601613698000,3373787,,DFND,3373787,0,0
CAPITAL ONE FINL CORP,COM,14040H105,381069840000,2137000,,DFND,2137000,0,0
CHARTER COMMUNICATIONS INC N,CL A,16119P108,682715232000,1991759,,DFND,1991759,0,0
CHEVRON CORP NEW,COM,166764100,2543969905000,17564001,,DFND,17564001,0,0
CHEVRON CORP NEW,COM,166764100,8893176000,61400,,DFND,61400,0,0
CHEVRON CORP NEW,COM,166764100,303005280000,2092000,,DFND,2092000,0,0
CHEVRON CORP NEW,COM,166764100,4709792407000,32517208,,DFND,32517208,0,0
CHEVRON CORP NEW,COM,166764100,414010656000,2858400,,DFND,2858400,0,0
CHEVRON CORP NEW,COM,166764100,8919178401000,61579525,,DFND,61579525,0,0
CHEVRON CORP NEW,COM,166764100,280699920000,1938000,,DFND,1938000,0,0
CITIGROUP INC,COM NEW,172967424,1030474546000,14639502,,DFND,14639502,0,0
COCA COLA CO,COM,191216100,49808000000,800000,,DFND,800000,0,0
COCA COLA CO,COM,191216100,23127784000,371471,,DFND,371471,0,0
COCA COLA CO,COM,191216100,5292100000,85000,,DFND,85000,0,0
COCA COLA CO,COM,191216100,4998432032000,80283200,,DFND,80283200,0,0
COCA COLA CO,COM,191216100,113562240000,1824000,,DFND,1824000,0,0
COCA COLA CO,COM,191216100,897241312000,14411200,,DFND,14411200,0,0
COCA COLA CO,COM,191216100,933302304000,14990400,,DFND,14990400,0,0
COCA COLA CO,COM,191216100,17602317108000,282722729,,DFND,282722729,0,0
COCA COLA CO,COM,191216100,221147520000,3552000,,DFND,3552000,0,0
COCA COLA CO,COM,191216100,59769600000,960000,,DFND,960000,0,0
CONSTELLATION BRANDS INC,CL A,21036P108,1242975604000,5624324,,DFND,5624324,0,0
DAVITA INC,COM,23918K108,2629401260000,17582088,,DFND,17582088,0,0
DAVITA INC,COM,23918K108,2768691233000,18513482,,DFND,18513482,0,0
DIAGEO P L C,SPON ADR NEW,25243Q205,28953858000,227750,,DFND,227750,0,0
DOMINOS PIZZA INC,COM,25754A201,999868320000,2382000,,DFND,2382000,0,0
HEICO CORP NEW,CL A,422806208,195325757000,1049687,,DFND,1049687,0,0
JEFFERIES FINL GROUP INC,COM,47233W109,33990947000,433558,,DFND,433558,0,0
KRAFT HEINZ CO,COM,500754106,10000245261000,325634818,,DFND,325634818,0,0
KROGER CO,COM,501044101,1015523554000,16607090,,DFND,16607090,0,0
KROGER CO,COM,501044101,46995671000,768531,,DFND,768531,0,0
KROGER CO,COM,501044101,328199327000,5367119,,DFND,5367119,0,0
KROGER CO,COM,501044101,1666781449000,27257260,,DFND,27257260,0,0
LENNAR CORP,CL B,526057302,20162390000,152572,,DFND,152572,0,0
LIBERTY MEDIA CORP DEL,COM LBTY LIV S C,531229722,247709951000,3639582,,DFND,3639582,0,0
LIBERTY MEDIA CORP DEL,COM LBTY LIV S C,531229722,9743265000,143157,,DFND,143157,0,0
LIBERTY MEDIA CORP DEL,COM LBTY LIV S C,531229722,376347707000,5529646,,DFND,5529646,0,0
LIBERTY MEDIA CORP DEL,COM LBTY LIV S C,531229722,11067917000,162620,,DFND,162620,0,0
LIBERTY MEDIA CORP DEL,COM LBTY LIV S C,531229722,98187167000,1442656,,DFND,1442656,0,0
LIBERTY MEDIA CORP DEL,COM LBTY LIV S A,531229748,67338619000,1011698,,DFND,1011698,0,0
LIBERTY MEDIA CORP DEL,COM LBTY LIV S A,531229748,218634624000,3284775,,DFND,3284775,0,0
LIBERTY MEDIA CORP DEL,COM LBTY LIV S A,531229748,15531576000,233347,,DFND,233347,0,0
LIBERTY MEDIA CORP DEL,COM LBTY LIV S A,531229748,30402478000,456768,,DFND,456768,0,0
LIBERTY MEDIA CORP DEL,COM SER C FRMLA,531229854,260897110000,2815639,,DFND,2815639,0,0
LIBERTY MEDIA CORP DEL,COM SER C FRMLA,531229854,309929168000,3344800,,DFND,3344800,0,0
LIBERTY MEDIA CORP DEL,COM SER C FRMLA,531229854,47766323000,515501,,DFND,515501,0,0
LIBERTY MEDIA CORP DEL,COM SER C FRMLA,531229854,11621417000,125420,,DFND,125420,0,0
LOUISIANA PAC CORP,COM,546347105,136673988000,1319884,,DFND,1319884,0,0
LOUISIANA PAC CORP,COM,546347105,449915327000,4344909,,DFND,4344909,0,0
MASTERCARD INC,CL A,57636Q104,2099249237000,3986648,,DFND,3986648,0,0
MOODYS CORP,COM,615369105,34129977000,72100,,DFND,72100,0,0
MOODYS CORP,COM,615369105,5668098297000,11973928,,DFND,11973928,0,0
MOODYS CORP,COM,615369105,5975704538000,12623750,,DFND,12623750,0,0
NVR INC,COM,62944T105,90883937000,11112,,DFND,11112,0,0
OCCIDENTAL PETE CORP,COM,674599105,13053055436000,264178414,,DFND,264178414,0,0
POOL CORP,COM,73278L105,204117028000,598689,,DFND,598689,0,0
SIRIUS XM HOLDINGS INC,COMMON STOCK,829933100,364455492000,15984890,,DFND,15984890,0,0
SIRIUS XM HOLDINGS INC,COMMON STOCK,829933100,2138915926000,93812102,,DFND,93812102,0,0
SIRIUS XM HOLDINGS INC,COMMON STOCK,829933100,30243995000,1326491,,DFND,1326491,0,0
SIRIUS XM HOLDINGS INC,COMMON STOCK,829933100,144668052000,6345090,,DFND,6345090,0,0
T-MOBILE US INC,COM,872590104,960175500000,4350000,,DFND,4350000,0,0
VERISIGN INC,COM,92343E102,1091289111000,5272947,,DFND,5272947,0,0
VERISIGN INC,COM,92343E102,1655371630000,7998510,,DFND,7998510,0,0
VISA INC,COM CL A,92826C839,2622329258000,8297460,,DFND,8297460,0,0
AON PLC,SHS CL A,G0403H108,827504640000,2304000,,DFND,2304000,0,0
AON PLC,SHS CL A,G0403H108,15733363000,43806,,DFND,43806,0,0
AON PLC,SHS CL A,G0403H108,629317997000,1752194,,DFND,1752194,0,0
NU HLDGS LTD,ORD SHS CL A,G6683N103,416266540000,40180168,,DFND,40180168,0,0
LIBERTY LATIN AMERICA LTD,COM CL A,G9001E102,6395661000,1005607,,DFND,1005607,0,0
LIBERTY LATIN AMERICA LTD,COM CL A,G9001E102,10336177000,1625185,,DFND,1625185,0,0
LIBERTY LATIN AMERICA LTD,COM CL C,G9001E128,8140687000,1284020,,DFND,1284020,0,0
CHUBB LIMITED,COM,H1467J104,7469434519000,27033784,,DFND,27033784,0,0
