nameOfIssuer,titleOfClass,cusip,value,shares,putCall,investmentDiscretion,va_sole,va_shared,va_none
BAUSCH HEALTH COS INC,COM,071734107,5234101000,808980,,SOLE,808980,0,0
BAXTER INTL INC,COM,071813109,743955000,21734,,SOLE,21734,0,0
BECTON DICKINSON & CO,COM,075887109,2799800000,12223,,SOLE,12223,0,0
BEIGENE LTD,SPONSORED ADS,07725L102,210115000,772,,SOLE,772,0,0
BELLRING BRANDS INC,COMMON STOCK,07831C103,726208000,9753,,SOLE,9753,0,0
BERKLEY W R CORP,COM,084423102,815422000,11459,,SOLE,11459,0,0
BERRY GLOBAL GROUP INC,COM,08579W103,2371725000,33974,,SOLE,33974,0,0
BHP GROUP LTD,SPONSORED ADS,088606108,5237417000,107899,,SOLE,107899,0,0
BILL HOLDINGS INC,COM,090043100,1952115000,42539,,SOLE,42539,0,0
BIOMARIN PHARMACEUTICAL INC,COM,09061G101,8741243000,123656,,SOLE,123656,0,0
BIONTECH SE,SPONSORED ADS,09075V102,1303888000,14319,,SOLE,14319,0,0
BJS WHSL CLUB HLDGS INC,COM,05550J101,1106998000,9702,,SOLE,9702,0,0
BLACKSTONE INC,COM,09260D107,632924000,4528,,SOLE,4528,0,0
BLOCK H & R INC,COM,093671105,28797165000,524443,,SOLE,524443,0,0
BLOCK INC,CL A,852234103,108172714000,1991031,,SOLE,1991031,0,0
BLUE OWL CAPITAL CORPORATION,COM,69121K104,515988000,35197,,SOLE,35197,0,0
BOISE CASCADE CO DEL,COM,09739D100,364797000,3719,,SOLE,3719,0,0
BOOKING HOLDINGS INC,COM,09857L108,308971633000,67067,,SOLE,67067,0,0
BOOZ ALLEN HAMILTON HLDG COR,CL A,099502106,21165005000,202381,,SOLE,202381,0,0
BORGWARNER INC,COM,099724106,20525977000,716439,,SOLE,716439,0,0
BOSTON SCIENTIFIC CORP,COM,101137107,6451680000,63954,,SOLE,63954,0,0
BOYD GAMING CORP,COM,103304101,11080637000,168322,,SOLE,168322,0,0
BP PLC,SPONSORED ADR,055622104,35932658000,1063411,,SOLE,1063411,0,0
BRADY CORP,CL A,104674106,1104810000,15640,,SOLE,15640,0,0
BRIGHT HORIZONS FAM SOL IN D,COM,109194100,450103000,3543,,SOLE,3543,0,0
BRIGHTHOUSE FINL INC,COM,10922N103,16388902000,282616,,SOLE,282616,0,0
BRINKER INTL INC,COM,109641100,3179236000,21330,,SOLE,21330,0,0
BRISTOL-MYERS SQUIBB CO,COM,110122108,142792106000,2341238,,SOLE,2341238,0,0
BRITISH AMERN TOB PLC,SPONSORED ADR,110448107,133797034000,3234156,,SOLE,3234156,0,0
BROADCOM INC,COM,11135F101,156840387000,936752,,SOLE,936752,0,0
BROOKFIELD ASSET MANAGMT LTD,CL A LMT VTG SHS,113004105,10640641000,219847,,SOLE,219847,0,0
BROOKFIELD CORP,CL A LTD VT SH,11271J107,29919667000,571795,,SOLE,571795,0,0
BROWN FORMAN CORP,CL B,115637209,862110000,25401,,SOLE,25401,0,0
BUILDERS FIRSTSOURCE INC,COM,12008R107,37201885000,297758,,SOLE,297758,0,0
C3 AI INC,CL A,12468P104,213363000,10136,,SOLE,10136,0,0
CABOT CORP,COM,127055101,1327413000,15966,,SOLE,15966,0,0
CACI INTL INC,CL A,127190304,15646203000,42642,,SOLE,42642,0,0
CACTUS INC,CL A,127203107,7718047000,168406,,SOLE,168406,0,0
CAL MAINE FOODS INC,COM NEW,128030202,5762787000,63397,,SOLE,63397,0,0
CAMDEN PPTY TR,SH BEN INT,133131102,503142000,4114,,SOLE,4114,0,0
CAMECO CORP,COM,13321L108,47217790000,1147175,,SOLE,1147175,0,0
CANADIAN IMPERIAL BK COMM,COM,136069101,3829018000,68078,,SOLE,68078,0,0
CANADIAN NAT RES LTD,COM,136385101,11174558000,363211,,SOLE,363211,0,0
CANADIAN NATL RY CO,COM,136375102,27580850000,283460,,SOLE,283460,0,0
CANADIAN PACIFIC KANSAS CITY,COM,13646K108,28170218000,401228,,SOLE,401228,0,0
CAPITAL ONE FINL CORP,COM,14040H105,30239304000,168652,,SOLE,168652,0,0
CAPRI HOLDINGS LIMITED,SHS,G1890L107,291787000,14789,,SOLE,14789,0,0
CARDINAL HEALTH INC,COM,14149Y108,9958429000,72283,,SOLE,72283,0,0
CARGURUS INC,COM CL A,141788109,3685324000,126513,,SOLE,126513,0,0
CARLISLE COS INC,COM,142339100,25565421000,75082,,SOLE,75082,0,0
CARNIVAL CORP,UNIT 99/99/9999,143658300,1710281000,87572,,SOLE,87572,0,0
CARPENTER TECHNOLOGY CORP,COM,144285103,25954035000,143250,,SOLE,143250,0,0
CARRIER GLOBAL CORPORATION,COM,14448C104,283905000,4478,,SOLE,4478,0,0
CASEYS GEN STORES INC,COM,147528103,1195780000,2755,,SOLE,2755,0,0
CAVA GROUP INC,COM,148929102,685318000,7931,,SOLE,7931,0,0
CAVCO INDS INC DEL,COM,149568107,274884000,529,,SOLE,529,0,0
CELESTICA INC,COM,15101Q207,50132854000,636123,,SOLE,636123,0,0
CELSIUS HLDGS INC,COM NEW,15118V207,426941000,11986,,SOLE,11986,0,0
CENCORA INC,COM,03073E105,3802325000,13673,,SOLE,13673,0,0
CENOVUS ENERGY INC,COM,15135U109,11158840000,803018,,SOLE,803018,0,0
CENTENE CORP DEL,COM,15135B101,73494676000,1210586,,SOLE,1210586,0,0
CENTERRA GOLD INC,COM,152006102,175299000,27634,,SOLE,27634,0,0
CENTRUS ENERGY CORP,CL A,15643U104,2756152000,44304,,SOLE,44304,0,0
CENTURY ALUM CO,COM,156431108,1364420000,73514,,SOLE,73514,0,0
CERTARA INC,COM,15687V109,101673000,10270,,SOLE,10270,0,0
CGI INC,CL A SUB VTG,12532H104,4735465000,47442,,SOLE,47442,0,0
CHART INDS INC,COM,16115Q308,10678742000,73973,,SOLE,73973,0,0
CHARTER COMMUNICATIONS INC N,CL A,16119P108,79066269000,214545,,SOLE,214545,0,0
CHEMED CORP NEW,COM,16359R103,4717658000,7667,,SOLE,7667,0,0
CHENIERE ENERGY INC,COM NEW,16411R208,1934504000,8360,,SOLE,8360,0,0
CHEVRON CORP NEW,COM,166764100,80810271000,483055,,SOLE,483055,0,0
CHIPOTLE MEXICAN GRILL INC,COM,169656105,5074373000,101063,,SOLE,101063,0,0
CHOICE HOTELS INTL INC,COM,169905106,544398000,4100,,SOLE,4100,0,0
CHUBB LIMITED,COM,H1467J104,82272344000,272434,,SOLE,272434,0,0
CHURCH & DWIGHT CO INC,COM,171340102,2016849000,18320,,SOLE,18320,0,0
CINTAS CORP,COM,172908105,235948000,1148,,SOLE,1148,0,0
CISCO SYS INC,COM,17275R102,15539997000,251823,,SOLE,251823,0,0
CITIGROUP INC,COM NEW,172967424,142814700000,2011758,,SOLE,2011758,0,0
CITIZENS FINL GROUP INC,COM,174610105,1819887000,44420,,SOLE,44420,0,0
CIVITAS RESOURCES INC,COM NEW,17888H103,3280288000,94018,,SOLE,94018,0,0
CLOROX CO DEL,COM,189054109,1349841000,9167,,SOLE,9167,0,0
CNA FINL CORP,COM,126117100,2259901000,44495,,SOLE,44495,0,0
CNO FINL GROUP INC,COM,12621E103,11336422000,272183,,SOLE,272183,0,0
COCA COLA CO,COM,191216100,20681134000,288762,,SOLE,288762,0,0
COCA COLA CONS INC,COM,191098102,521100000,386,,SOLE,386,0,0
COCA-COLA EUROPACIFIC PARTNE,SHS,G25839104,572396000,6577,,SOLE,6577,0,0
COGNIZANT TECHNOLOGY SOLUTIO,CL A,192446102,2959173000,38682,,SOLE,38682,0,0
COINBASE GLOBAL INC,COM CL A,19260Q107,869589000,5049,,SOLE,5049,0,0
COLGATE PALMOLIVE CO,COM,194162103,5684029000,60662,,SOLE,60662,0,0
COMCAST CORP NEW,CL A,20030N101,187741370000,5087842,,SOLE,5087842,0,0
COMFORT SYS USA INC,COM,199908104,41090306000,127479,,SOLE,127479,0,0
COMMVAULT SYS INC,COM,204166102,1969791000,12486,,SOLE,12486,0,0
CONAGRA BRANDS INC,COM,205887102,640587000,24019,,SOLE,24019,0,0
CONCENTRIX CORP,COM,20602D101,3437550000,61782,,SOLE,61782,0,0
CONOCOPHILLIPS,COM,20825C104,1142513000,10879,,SOLE,10879,0,0
CONSTELLATION BRANDS INC,CL A,21036P108,2100570000,11446,,SOLE,11446,0,0
CONSTELLATION ENERGY CORP,COM,21037T109,189866704000,941659,,SOLE,941659,0,0
COOPER COS INC,COM,216648501,716553000,8495,,SOLE,8495,0,0
COPA HOLDINGS SA,CL A,P31076105,3574781000,38663,,SOLE,38663,0,0
CORPAY INC,COM SHS,219948106,45977686000,131847,,SOLE,131847,0,0
CORTEVA INC,COM,22052L104,3840807000,61033,,SOLE,61033,0,0
COSTAR GROUP INC,COM,22160N109,78120225000,985993,,SOLE,985993,0,0
COSTCO WHSL CORP NEW,COM,22160K105,31348824000,33146,,SOLE,33146,0,0
COTERRA ENERGY INC,COM,127097103,57099609000,1975765,,SOLE,1975765,0,0
COURSERA INC,COM,22266M104,75531000,11341,,SOLE,11341,0,0
CREDIT ACCEP CORP MICH,COM,225310101,1864540000,3611,,SOLE,3611,0,0
CRH PLC,ORD,G25508105,8100981000,92088,,SOLE,92088,0,0
CROCS INC,COM,227046109,22044677000,207577,,SOLE,207577,0,0
CROWN HLDGS INC,COM,228368106,1625960000,18216,,SOLE,18216,0,0
CSX CORP,COM,126408103,21628401000,734910,,SOLE,734910,0,0
CURTISS WRIGHT CORP,COM,231561101,6765148000,21323,,SOLE,21323,0,0
CVS HEALTH CORP,COM,126650100,20992270000,309849,,SOLE,309849,0,0
D R HORTON INC,COM,23331A109,23513202000,184954,,SOLE,184954,0,0
DARDEN RESTAURANTS INC,COM,237194105,3866829000,18612,,SOLE,18612,0,0
DATADOG INC,CL A COM,23804L103,5706857000,57523,,SOLE,57523,0,0
DAVITA INC,COM,23918K108,34918768000,228272,,SOLE,228272,0,0
DECKERS OUTDOOR CORP,COM,243537107,43634076000,390252,,SOLE,390252,0,0
DELTA AIR LINES INC DEL,COM NEW,247361702,69886004000,1602890,,SOLE,1602890,0,0
DENISON MINES CORP,COM,248356107,10206089000,7850838,,SOLE,7850838,0,0
DEVON ENERGY CORP NEW,COM,25179M103,14423983000,385668,,SOLE,385668,0,0
DEXCOM INC,COM,252131107,4868804000,71296,,SOLE,71296,0,0
DIAMONDBACK ENERGY INC,COM,25278X109,21118869000,132092,,SOLE,132092,0,0
DIGITAL RLTY TR INC,COM,253868103,733645000,5120,,SOLE,5120,0,0
DISCOVER FINL SVCS,COM,254709108,3025316000,17723,,SOLE,17723,0,0
DOCUSIGN INC,COM,256163106,5092710000,62564,,SOLE,62564,0,0
DOLLAR GEN CORP NEW,COM,256677105,1447416000,16461,,SOLE,16461,0,0
DOLLAR TREE INC,COM,256746108,1206375000,16070,,SOLE,16070,0,0
DOORDASH INC,CL A,25809K105,136483497000,746750,,SOLE,746750,0,0
DOVER CORP,COM,260003108,511932000,2914,,SOLE,2914,0,0
DRAFTKINGS INC NEW,COM CL A,26142V105,15287194000,460319,,SOLE,460319,0,0
DROPBOX INC,CL A,26210C104,14461595000,541430,,SOLE,541430,0,0
DT MIDSTREAM INC,COMMON STOCK,23345M107,25467054000,263962,,SOLE,263962,0,0
DUOLINGO INC,CL A COM,26603R106,21848663000,70357,,SOLE,70357,0,0
DUPONT DE NEMOURS INC,COM,26614N102,489975000,6561,,SOLE,6561,0,0
DXC TECHNOLOGY CO,COM,23355L106,4958396000,290815,,SOLE,290815,0,0
DYNATRACE INC,COM NEW,268150109,28249451000,599140,,SOLE,599140,0,0
E L F BEAUTY INC,COM,26856L103,257376000,4099,,SOLE,4099,0,0
EAGLE MATLS INC,COM,26969P108,379278000,1709,,SOLE,1709,0,0
EASTMAN CHEM CO,COM,277432100,11516418000,130705,,SOLE,130705,0,0
EBAY INC.,COM,278642103,90246635000,1332447,,SOLE,1332447,0,0
EDWARDS LIFESCIENCES CORP,COM,28176E108,4531595000,62522,,SOLE,62522,0,0
ELEVANCE HEALTH INC,COM,036752103,36250001000,83341,,SOLE,83341,0,0
ELI LILLY & CO,COM,532457108,2267949000,2746,,SOLE,2746,0,0
EMCOR GROUP INC,COM,29084Q100,81194035000,219663,,SOLE,219663,0,0
ENCOMPASS HEALTH CORP,COM,29261A100,428718000,4233,,SOLE,4233,0,0
ENCORE ENERGY CORP,COM NEW,29259W700,382578000,279254,,SOLE,279254,0,0
ENERGY FUELS INC,COM NEW,292671708,5070196000,1359302,,SOLE,1359302,0,0
ENSIGN GROUP INC,COM,29358P101,306678000,2370,,SOLE,2370,0,0
EOG RES INC,COM,26875P101,42185446000,328957,,SOLE,328957,0,0
EQUINIX INC,COM,29444U700,988204000,1212,,SOLE,1212,0,0
EQUINOX GOLD CORP,COM,29446Y502,158790000,23108,,SOLE,23108,0,0
EQUITABLE HLDGS INC,COM,29452E101,1712719000,32880,,SOLE,32880,0,0
ERMENEGILDO ZEGNA N V,ORD SHS,N30577105,562711000,76042,,SOLE,76042,0,0
ERO COPPER CORP,COM,296006109,9559124000,789327,,SOLE,789327,0,0
ETSY INC,COM,29786A106,2383345000,50516,,SOLE,50516,0,0
EURONET WORLDWIDE INC,COM,298736109,15173982000,142012,,SOLE,142012,0,0
EVERCORE INC,CLASS A,29977A105,9044520000,45286,,SOLE,45286,0,0
EVEREST GROUP LTD,COM,G3223R108,34070181000,93772,,SOLE,93772,0,0
EVERTEC INC,COM,30040P103,222937000,6063,,SOLE,6063,0,0
EXELIXIS INC,COM,30161Q104,306990000,8315,,SOLE,8315,0,0
EXPEDIA GROUP INC,COM NEW,30212P303,150920684000,897803,,SOLE,897803,0,0
EXPEDITORS INTL WASH INC,COM,302130109,218494000,1817,,SOLE,1817,0,0
EXXON MOBIL CORP,COM,30231G102,25315916000,212864,,SOLE,212864,0,0
F5 INC,COM,315616102,8602917000,32309,,SOLE,32309,0,0
FEDERATED HERMES INC,CL B,314211103,4811064000,118005,,SOLE,118005,0,0
FEDEX CORP,COM,31428X106,1802022000,7392,,SOLE,7392,0,0
FIDELITY NATIONAL FINANCIAL,FNF GROUP COM,31620R303,1406834000,21617,,SOLE,21617,0,0
FIDELITY NATL INFORMATION SV,COM,31620M106,18654243000,249789,,SOLE,249789,0,0
FIRST AMERN FINL CORP,COM,31847R102,4350744000,66292,,SOLE,66292,0,0
FIRST CTZNS BANCSHARES INC N,CL A,31946M103,2597622000,1401,,SOLE,1401,0,0
FIRST SOLAR INC,COM,336433107,356533000,2820,,SOLE,2820,0,0
FIRSTENERGY CORP,COM,337932107,15888577000,393087,,SOLE,393087,0,0
FISERV INC,COM,337738108,256902139000,1163348,,SOLE,1163348,0,0
FLEX LTD,ORD,Y2573F102,15088450000,456120,,SOLE,456120,0,0
FLOWERS FOODS INC,COM,343498101,416224000,21895,,SOLE,21895,0,0
FORTINET INC,COM,34959E109,190456186000,1978560,,SOLE,1978560,0,0
FOX CORP,CL A COM,35137L105,51126101000,903288,,SOLE,903288,0,0
FRESHPET INC,COM,358039105,300576000,3614,,SOLE,3614,0,0
FRESHWORKS INC,CLASS A COM,358054104,13092274000,927872,,SOLE,927872,0,0
FRONTDOOR INC,COM,35905A109,6648466000,173047,,SOLE,173047,0,0
FRONTIER GROUP HLDGS INC,COM,35909R108,2970261000,684392,,SOLE,684392,0,0
GARTNER INC,COM,366651107,4575166000,10900,,SOLE,10900,0,0
GATES INDL CORP PLC,ORD SHS,G39108108,1109331000,60257,,SOLE,60257,0,0
GE AEROSPACE,COM NEW,369604301,43800426000,218838,,SOLE,218838,0,0
GE HEALTHCARE TECHNOLOGIES I,COMMON STOCK,36266G107,10255174000,127062,,SOLE,127062,0,0
GE VERNOVA INC,COM,36828A101,189506529000,620763,,SOLE,620763,0,0
GEN DIGITAL INC,COM,668771108,32360647000,1219316,,SOLE,1219316,0,0
GENERAL DYNAMICS CORP,COM,369550108,4337293000,15912,,SOLE,15912,0,0
GENERAL MLS INC,COM,370334104,5407168000,90436,,SOLE,90436,0,0
GENPACT LIMITED,SHS,G3922B107,35361672000,701899,,SOLE,701899,0,0
GENTEX CORP,COM,371901109,20213775000,867544,,SOLE,867544,0,0
GENWORTH FINL INC,COM SHS,37247D106,329884000,46528,,SOLE,46528,0,0
GFL ENVIRONMENTAL INC,SUB VTG SHS,36168Q104,3118845000,64559,,SOLE,64559,0,0
GILDAN ACTIVEWEAR INC,COM,375916103,6133998000,138767,,SOLE,138767,0,0
GILEAD SCIENCES INC,COM,375558103,56355884000,502953,,SOLE,502953,0,0
GITLAB INC,CLASS A COM,37637K108,9057934000,192722,,SOLE,192722,0,0
GLAUKOS CORP,COM,377322102,231878000,2356,,SOLE,2356,0,0
GLOBAL PMTS INC,COM,37940X102,118985628000,1215131,,SOLE,1215131,0,0
GLOBAL X FDS,GLOBAL X URANIUM,37954Y871,19166002000,836213,,SOLE,836213,0,0
GLOBE LIFE INC,COM,37959E102,11350708000,86173,,SOLE,86173,0,0
GLOBUS MED INC,CL A,379577208,9743798000,133112,,SOLE,133112,0,0
GODADDY INC,CL A,380237107,28693780000,159286,,SOLE,159286,0,0
GOLD FIELDS LTD,SPONSORED ADR,38059T106,23681894000,1072064,,SOLE,1072064,0,0
GOLDMAN SACHS GROUP INC,COM,38141G104,51936883000,95072,,SOLE,95072,0,0
GRAB HOLDINGS LIMITED,CLASS A ORD,G4124C109,30091535000,6642723,,SOLE,6642723,0,0
GRAHAM HLDGS CO,COM CL B,384637104,573633000,597,,SOLE,597,0,0
GRAINGER W W INC,COM,384802104,200529000,203,,SOLE,203,0,0
GRAND CANYON ED INC,COM,38526M106,10774128000,62271,,SOLE,62271,0,0
GROUP 1 AUTOMOTIVE INC,COM,398905109,2671358000,6994,,SOLE,6994,0,0
GSK PLC,SPONSORED ADR,37733W204,46607900000,1203095,,SOLE,1203095,0,0
GUARDANT HEALTH INC,COM,40131M109,215982000,5070,,SOLE,5070,0,0
GULFPORT ENERGY CORP,COMMON SHARES,402635502,14456647000,78509,,SOLE,78509,0,0
H & E EQUIPMENT SERVICES INC,COM,404030108,2020070000,21311,,SOLE,21311,0,0
H WORLD GROUP LTD,SPONSORED ADS,44332N106,9521156000,257259,,SOLE,257259,0,0
HAEMONETICS CORP MASS,COM,405024100,1367596000,21520,,SOLE,21520,0,0
HANOVER INS GROUP INC,COM,410867105,5374707000,30898,,SOLE,30898,0,0
HARMONY GOLD MINING CO LTD,SPONSORED ADR,413216300,13179315000,892303,,SOLE,892303,0,0
HARTFORD INSURANCE GROUP INC,COM,416515104,76023424000,614430,,SOLE,614430,0,0
HCA HEALTHCARE INC,COM,40412C101,148146269000,428726,,SOLE,428726,0,0
HEALTHPEAK PROPERTIES INC,COM,42250P103,270382000,13372,,SOLE,13372,0,0
HELMERICH & PAYNE INC,COM,423452101,3273907000,125341,,SOLE,125341,0,0
HENRY JACK & ASSOC INC,COM,426281101,6667822000,36516,,SOLE,36516,0,0
HENRY SCHEIN INC,COM,806407102,359504000,5249,,SOLE,5249,0,0
HERSHEY CO,COM,427866108,1871752000,10944,,SOLE,10944,0,0
HEWLETT PACKARD ENTERPRISE C,COM,42824C109,317318000,20565,,SOLE,20565,0,0
HIMS & HERS HEALTH INC,COM CL A,433000106,22071634000,746925,,SOLE,746925,0,0
HOLOGIC INC,COM,436440101,1968672000,31871,,SOLE,31871,0,0
HONEYWELL INTL INC,COM,438516106,582312000,2750,,SOLE,2750,0,0
HORMEL FOODS CORP,COM,440452100,672048000,21721,,SOLE,21721,0,0
HOST HOTELS & RESORTS INC,COM,44107P104,152274000,10716,,SOLE,10716,0,0
HP INC,COM,40434L105,5587177000,201776,,SOLE,201776,0,0
HUBBELL INC,COM,443510607,297157000,898,,SOLE,898,0,0
HUDBAY MINERALS INC,COM,443628102,4781639000,630795,,SOLE,630795,0,0
HUNT J B TRANS SVCS INC,COM,445658107,6017718000,40674,,SOLE,40674,0,0
HUNTINGTON BANCSHARES INC,COM,446150104,205187000,13670,,SOLE,13670,0,0
HUNTINGTON INGALLS INDS INC,COM,446413106,209345000,1026,,SOLE,1026,0,0
IDACORP INC,COM,451107106,5556594000,47811,,SOLE,47811,0,0
IDEXX LABS INC,COM,45168D104,1442108000,3434,,SOLE,3434,0,0
ILLINOIS TOOL WKS INC,COM,452308109,1448874000,5842,,SOLE,5842,0,0
IMPERIAL OIL LTD,COM NEW,453038408,476036000,6591,,SOLE,6591,0,0
INCYTE CORP,COM,45337C102,38009112000,627731,,SOLE,627731,0,0
INGREDION INC,COM,457187102,2171743000,16062,,SOLE,16062,0,0
INSPIRE MED SYS INC,COM,457730109,11603707000,72851,,SOLE,72851,0,0
INSULET CORP,COM,45784P101,813828000,3099,,SOLE,3099,0,0
INTERACTIVE BROKERS GROUP IN,COM CL A,45841N107,7667479000,46304,,SOLE,46304,0,0
INTERDIGITAL INC,COM,45867G101,4522036000,21872,,SOLE,21872,0,0
INTERPUBLIC GROUP COS INC,COM,460690100,2931189000,107923,,SOLE,107923,0,0
INTUITIVE SURGICAL INC,COM NEW,46120E602,12317365000,24870,,SOLE,24870,0,0
INVESCO LTD,SHS,G491BT108,1075872000,70921,,SOLE,70921,0,0
IQIYI INC,SPONSORED ADS,46267X108,35839000,15858,,SOLE,15858,0,0
IRIDIUM COMMUNICATIONS INC,COM,46269C102,2232891000,81731,,SOLE,81731,0,0
ISHARES INC,MSCI MEXICO ETF,464286822,3624173000,71118,,SOLE,71118,0,0
ISHARES INC,CORE MSCI EMKT,46434G103,1023123214000,18957258,,SOLE,18957258,0,0
