nameOfIssuer,titleOfClass,cusip,value,shares,putCall,investmentDiscretion,va_sole,va_shared,va_none
ARMSTRONG WORLD INDS INC NEW,COM,04247X102,2700403000,16624,,SOLE,16624,0,0
ARM HOLDINGS PLC,SPONSORED ADS,042068205,76620282000,473725,,SOLE,473725,0,0
BOYD GAMING CORP,COM,103304101,11531963000,147411,,SOLE,147411,0,0
ANGLOGOLD ASHANTI PLC,COM SHS,G0378L100,21674869000,475639,,SOLE,475639,0,0
ASGN INC,COM,00191U102,964448000,19316,,SOLE,19316,0,0
ADTALEM GLOBAL ED INC,COM,00737L103,23140338000,181878,,SOLE,181878,0,0
ACUITY INC,COM,00508Y102,2479504000,8311,,SOLE,8311,0,0
ARISTA NETWORKS INC,COM SHS,040413205,92138033000,900577,,SOLE,900577,0,0
B2GOLD CORP,COM,11777Q209,261194000,72439,,SOLE,72439,0,0
ALLSTATE CORP,COM,020002101,80067630000,397733,,SOLE,397733,0,0
BECTON DICKINSON & CO,COM,075887109,1615016000,9376,,SOLE,9376,0,0
BGC GROUP INC,CL A,088929104,797960000,78002,,SOLE,78002,0,0
ALLEGRO MICROSYSTEMS INC,COM,01749D105,2643605000,77321,,SOLE,77321,0,0
BLOOM ENERGY CORP,COM CL A,093712107,4493755000,187866,,SOLE,187866,0,0
AGNICO EAGLE MINES LTD,COM,008474108,37786083000,317717,,SOLE,317717,0,0
ALPHABET INC,CAP STK CL A,02079K305,986962722000,5600424,,SOLE,5600424,0,0
BLACKSTONE INC,COM,09260D107,369014000,2467,,SOLE,2467,0,0
AMGEN INC,COM,031162100,2075926000,7435,,SOLE,7435,0,0
BOOZ ALLEN HAMILTON HLDG COR,CL A,099502106,5356655000,51442,,SOLE,51442,0,0
ALBERTSONS COS INC,COMMON STOCK,013091103,4250484000,197605,,SOLE,197605,0,0
BLACKLINE INC,COM,09239B109,2392195000,42250,,SOLE,42250,0,0
AIRBNB INC,COM CL A,009066101,18766871000,141808,,SOLE,141808,0,0
AMCOR PLC,ORD,G0250X107,178369000,19409,,SOLE,19409,0,0
BOOKING HOLDINGS INC,COM,09857L108,440867994000,76153,,SOLE,76153,0,0
BIOMARIN PHARMACEUTICAL INC,COM,09061G101,12519198000,227746,,SOLE,227746,0,0
ANTERO RESOURCES CORP,COM,03674X106,25271632000,627399,,SOLE,627399,0,0
ASML HOLDING N V,N Y REGISTRY SHS,N07059210,9144661000,11411,,SOLE,11411,0,0
ARROW ELECTRS INC,COM,042735100,16288485000,127823,,SOLE,127823,0,0
BRIGHT HORIZONS FAM SOL IN D,COM,109194100,382511000,3095,,SOLE,3095,0,0
AMERICAN TOWER CORP NEW,COM,03027X100,766276000,3467,,SOLE,3467,0,0
BAXTER INTL INC,COM,071813109,512943000,16940,,SOLE,16940,0,0
BATH & BODY WORKS INC,COM,070830104,7876244000,262892,,SOLE,262892,0,0
AMERICAN FINL GROUP INC OHIO,COM,025932104,4302751000,34092,,SOLE,34092,0,0
AMERIPRISE FINL INC,COM,03076C106,20920615000,39197,,SOLE,39197,0,0
ATLASSIAN CORPORATION,CL A,049468101,59266536000,291824,,SOLE,291824,0,0
BANK NOVA SCOTIA HALIFAX,COM,064149107,1034113000,18739,,SOLE,18739,0,0
ALTRIA GROUP INC,COM,02209S103,221085874000,3770866,,SOLE,3770866,0,0
AT&T INC,COM,00206R102,142938249000,4939124,,SOLE,4939124,0,0
BORGWARNER INC,COM,099724106,20988244000,626889,,SOLE,626889,0,0
AMERANT BANCORP INC,CL A,023576101,1745231000,95734,,SOLE,95734,0,0
ASSURED GUARANTY LTD,COM,G0585R106,10508789000,120652,,SOLE,120652,0,0
ADT INC DEL,COM,00090Q103,16218034000,1914762,,SOLE,1914762,0,0
AECOM,COM,00766T100,11828292000,104805,,SOLE,104805,0,0
AUTONATION INC,COM,05329W102,251888000,1268,,SOLE,1268,0,0
BANK NEW YORK MELLON CORP,COM,064058100,50290624000,551977,,SOLE,551977,0,0
APPLE INC,COM,037833100,73207118000,356812,,SOLE,356812,0,0
BJS WHSL CLUB HLDGS INC,COM,05550J101,798805000,7408,,SOLE,7408,0,0
ALLEGION PLC,ORD SHS,G0176J109,5819710000,40381,,SOLE,40381,0,0
BARRICK MNG CORP,COM SHS,06849F108,35263141000,1693808,,SOLE,1693808,0,0
ALIGN TECHNOLOGY INC,COM,016255101,428454000,2263,,SOLE,2263,0,0
BRIGHTHOUSE FINL INC,COM,10922N103,16525672000,307340,,SOLE,307340,0,0
ALLY FINL INC,COM,02005N100,2048497000,52593,,SOLE,52593,0,0
ALASKA AIR GROUP INC,COM,011659109,8802096000,177892,,SOLE,177892,0,0
BLOCK INC,CL A,852234103,117993255000,1736983,,SOLE,1736983,0,0
CLEAN HARBORS INC,COM,184496107,360641000,1560,,SOLE,1560,0,0
CHART INDS INC,COM,16115Q308,11961164000,72646,,SOLE,72646,0,0
EOG RES INC,COM,26875P101,16589787000,138699,,SOLE,138699,0,0
ELEVANCE HEALTH INC,COM,036752103,22885240000,58837,,SOLE,58837,0,0
CENCORA INC,COM,03073E105,33854864000,112906,,SOLE,112906,0,0
CSX CORP,COM,126408103,3901993000,119583,,SOLE,119583,0,0
CENTENE CORP DEL,COM,15135B101,80208036000,1477672,,SOLE,1477672,0,0
COMERICA INC,COM,200340107,9901125000,165987,,SOLE,165987,0,0
CUBESMART,COM,229663109,240295000,5654,,SOLE,5654,0,0
BRINKER INTL INC,COM,109641100,14902111000,82638,,SOLE,82638,0,0
CANADIAN NATL RY CO,COM,136375102,18539808000,178290,,SOLE,178290,0,0
EQT CORP,COM,26884L109,45906938000,787156,,SOLE,787156,0,0
CULLEN FROST BANKERS INC,COM,229899109,8370782000,65122,,SOLE,65122,0,0
CGI INC,CL A SUB VTG,12532H104,2752563000,26263,,SOLE,26263,0,0
DAVITA INC,COM,23918K108,15969642000,112107,,SOLE,112107,0,0
COMFORT SYS USA INC,COM,199908104,6566428000,12246,,SOLE,12246,0,0
CURTISS WRIGHT CORP,COM,231561101,11218574000,22963,,SOLE,22963,0,0
CNO FINL GROUP INC,COM,12621E103,10411353000,269864,,SOLE,269864,0,0
CONSTELLATION ENERGY CORP,COM,21037T109,46801168000,145003,,SOLE,145003,0,0
ENCORE ENERGY CORP,COM NEW,29259W700,515289000,180171,,SOLE,180171,0,0
BROOKFIELD ASSET MANAGMT LTD,CL A LMT VTG SHS,113004105,4541643000,82222,,SOLE,82222,0,0
CISCO SYS INC,COM,17275R102,130027278000,1874132,,SOLE,1874132,0,0
EBAY INC.,COM,278642103,141402444000,1899039,,SOLE,1899039,0,0
EMERSON ELEC CO,COM,291011104,1182904000,8872,,SOLE,8872,0,0
EASTMAN CHEM CO,COM,277432100,730100000,9779,,SOLE,9779,0,0
BRITISH AMERN TOB PLC,SPONSORED ADR,110448107,161351851000,3409082,,SOLE,3409082,0,0
COSTCO WHSL CORP NEW,COM,22160K105,24807896000,25060,,SOLE,25060,0,0
DENISON MINES CORP,COM,248356107,8402955000,4617008,,SOLE,4617008,0,0
COCA COLA CONS INC,COM,191098102,327581000,2934,,SOLE,2934,0,0
CHIPOTLE MEXICAN GRILL INC,COM,169656105,4270994000,76064,,SOLE,76064,0,0
ESCO TECHNOLOGIES INC,COM,296315104,462982000,2413,,SOLE,2413,0,0
BROADCOM INC,COM,11135F101,317826380000,1153007,,SOLE,1153007,0,0
DOORDASH INC,CL A,25809K105,177014394000,718082,,SOLE,718082,0,0
DRAFTKINGS INC NEW,COM CL A,26142V105,17405191000,405810,,SOLE,405810,0,0
COCA-COLA EUROPACIFIC PARTNE,SHS,G25839104,2873207000,30988,,SOLE,30988,0,0
BRINKS CO,COM,109696104,1621685000,18162,,SOLE,18162,0,0
CHUBB LIMITED,COM,H1467J104,4247295000,14660,,SOLE,14660,0,0
CHEWY INC,CL A,16679L109,1890538000,44358,,SOLE,44358,0,0
CAMECO CORP,COM,13321L108,27156164000,366148,,SOLE,366148,0,0
COLGATE PALMOLIVE CO,COM,194162103,4176855000,45950,,SOLE,45950,0,0
D R HORTON INC,COM,23331A109,38852105000,301366,,SOLE,301366,0,0
CROWN HLDGS INC,COM,228368106,1208985000,11740,,SOLE,11740,0,0
BRISTOL-MYERS SQUIBB CO,COM,110122108,125155384000,2703724,,SOLE,2703724,0,0
DOCUSIGN INC,COM,256163106,12787669000,164176,,SOLE,164176,0,0
CONCENTRIX CORP,COM,20602D101,7550337000,142850,,SOLE,142850,0,0
ELASTIC N V,ORD SHS,N14506104,5500256000,65223,,SOLE,65223,0,0
COMMVAULT SYS INC,COM,204166102,5563742000,31915,,SOLE,31915,0,0
DT MIDSTREAM INC,COMMON STOCK,23345M107,28126738000,255907,,SOLE,255907,0,0
EMBRAER S.A.,SPONSORED ADS,29082A107,9893348000,173842,,SOLE,173842,0,0
CHEMED CORP NEW,COM,16359R103,1382881000,2840,,SOLE,2840,0,0
ENSIGN GROUP INC,COM,29358P101,280136000,1816,,SOLE,1816,0,0
BROWN FORMAN CORP,CL B,115637209,545304000,20264,,SOLE,20264,0,0
CAE INC,COM,124765108,601853000,20577,,SOLE,20577,0,0
COMCAST CORP NEW,CL A,20030N101,310791482000,8708083,,SOLE,8708083,0,0
CHENIERE ENERGY INC,COM NEW,16411R208,2035827000,8360,,SOLE,8360,0,0
CARDINAL HEALTH INC,COM,14149Y108,43470840000,258755,,SOLE,258755,0,0
CARGURUS INC,COM CL A,141788109,1981257000,59195,,SOLE,59195,0,0
CORPAY INC,COM SHS,219948106,25100192000,75644,,SOLE,75644,0,0
CENTERRA GOLD INC,COM,152006102,171648000,23875,,SOLE,23875,0,0
DXC TECHNOLOGY CO,COM,23355L106,2903647000,189905,,SOLE,189905,0,0
CF INDS HLDGS INC,COM,125269100,21121636000,229583,,SOLE,229583,0,0
CELESTICA INC,COM,15101Q207,98059716000,628145,,SOLE,628145,0,0
DROPBOX INC,CL A,26210C104,8238230000,288050,,SOLE,288050,0,0
CABOT CORP,COM,127055101,1451175000,19349,,SOLE,19349,0,0
CHARTER COMMUNICATIONS INC N,CL A,16119P108,178380564000,436341,,SOLE,436341,0,0
DOLLAR TREE INC,COM,256746108,1167682000,11790,,SOLE,11790,0,0
CVS HEALTH CORP,COM,126650100,57707840000,836588,,SOLE,836588,0,0
EMCOR GROUP INC,COM,29084Q100,111477495000,208412,,SOLE,208412,0,0
ENERGY FUELS INC,COM NEW,292671708,4883889000,849372,,SOLE,849372,0,0
CARLISLE COS INC,COM,142339100,30321947000,81205,,SOLE,81205,0,0
CAL MAINE FOODS INC,COM NEW,128030202,13732999000,137840,,SOLE,137840,0,0
DENTSPLY SIRONA INC,COM,24906P109,1431217000,90127,,SOLE,90127,0,0
CRH PLC,ORD,G25508105,2078536000,22642,,SOLE,22642,0,0
CITIGROUP INC,COM NEW,172967424,138864087000,1631392,,SOLE,1631392,0,0
CARRIER GLOBAL CORPORATION,COM,14448C104,235379000,3216,,SOLE,3216,0,0
CREDIT ACCEP CORP MICH,COM,225310101,432506000,849,,SOLE,849,0,0
EDWARDS LIFESCIENCES CORP,COM,28176E108,34797506000,444924,,SOLE,444924,0,0
COGNIZANT TECHNOLOGY SOLUTIO,CL A,192446102,30130972000,386146,,SOLE,386146,0,0
CHURCH & DWIGHT CO INC,COM,171340102,1340927000,13952,,SOLE,13952,0,0
BUILDERS FIRSTSOURCE INC,COM,12008R107,305611000,2619,,SOLE,2619,0,0
CNA FINL CORP,COM,126117100,1678151000,36066,,SOLE,36066,0,0
DOLLAR GEN CORP NEW,COM,256677105,1417054000,12389,,SOLE,12389,0,0
DARDEN RESTAURANTS INC,COM,237194105,1446449000,6636,,SOLE,6636,0,0
CAPITAL ONE FINL CORP,COM,14040H105,40972470000,192576,,SOLE,192576,0,0
DYNATRACE INC,COM NEW,268150109,29802910000,539810,,SOLE,539810,0,0
CAVCO INDS INC DEL,COM,149568107,1020042000,2348,,SOLE,2348,0,0
CARPENTER TECHNOLOGY CORP,COM,144285103,15031755000,54388,,SOLE,54388,0,0
COINBASE GLOBAL INC,COM CL A,19260Q107,1769624000,5049,,SOLE,5049,0,0
COSTAR GROUP INC,COM,22160N109,34789723000,432708,,SOLE,432708,0,0
CORTEVA INC,COM,22052L104,4032520000,54106,,SOLE,54106,0,0
CAVA GROUP INC,COM,148929102,526269000,6248,,SOLE,6248,0,0
ERO COPPER CORP,COM,296006109,4971944000,294966,,SOLE,294966,0,0
EQUINOR ASA,SPONSORED ADR,29446M102,23319562000,927588,,SOLE,927588,0,0
CENTRUS ENERGY CORP,CL A,15643U104,3111312000,16985,,SOLE,16985,0,0
CONOCOPHILLIPS,COM,20825C104,14863995000,165634,,SOLE,165634,0,0
CROCS INC,COM,227046109,3221616000,31809,,SOLE,31809,0,0
CELSIUS HLDGS INC,COM NEW,15118V207,436484000,9409,,SOLE,9409,0,0
CONAGRA BRANDS INC,COM,205887102,472734000,23094,,SOLE,23094,0,0
DIGITAL RLTY TR INC,COM,253868103,2117412000,12146,,SOLE,12146,0,0
COPA HOLDINGS SA,CL A,P31076105,2966221000,26973,,SOLE,26973,0,0
DOLBY LABORATORIES INC,COM CL A,25659T107,2216512000,29848,,SOLE,29848,0,0
EQUITABLE HLDGS INC,COM,29452E101,1887709000,33649,,SOLE,33649,0,0
EQUINIX INC,COM,29444U700,50389843000,63346,,SOLE,63346,0,0
BROOKFIELD CORP,CL A LTD VT SH,11271J107,31547403000,510755,,SOLE,510755,0,0
EURONET WORLDWIDE INC,COM,298736109,19372197000,191085,,SOLE,191085,0,0
CASEYS GEN STORES INC,COM,147528103,1064423000,2086,,SOLE,2086,0,0
COCA COLA CO,COM,191216100,15558420000,219907,,SOLE,219907,0,0
CLOROX CO DEL,COM,189054109,838209000,6981,,SOLE,6981,0,0
ENCOMPASS HEALTH CORP,COM,29261A100,400142000,3263,,SOLE,3263,0,0
CONSTELLATION BRANDS INC,CL A,21036P108,1339344000,8233,,SOLE,8233,0,0
COOPER COS INC,COM,216648501,463679000,6516,,SOLE,6516,0,0
ETSY INC,COM,29786A106,4331266000,86349,,SOLE,86349,0,0
COTERRA ENERGY INC,COM,127097103,41578252000,1638229,,SOLE,1638229,0,0
E L F BEAUTY INC,COM,26856L103,384520000,3090,,SOLE,3090,0,0
DEXCOM INC,COM,252131107,22155162000,253811,,SOLE,253811,0,0
CIENA CORP,COM NEW,171779309,3900261000,47956,,SOLE,47956,0,0
CANADIAN IMPERIAL BK COMM,COM,136069101,209542000,2958,,SOLE,2958,0,0
CLEARWAY ENERGY INC,CL C,18539C204,283424000,8857,,SOLE,8857,0,0
CITIZENS FINL GROUP INC,COM,174610105,18621996000,416134,,SOLE,416134,0,0
CANADIAN PACIFIC KANSAS CITY,COM,13646K108,23114101000,291587,,SOLE,291587,0,0
DOVER CORP,COM,260003108,425643000,2323,,SOLE,2323,0,0
DEVON ENERGY CORP NEW,COM,25179M103,14611192000,459327,,SOLE,459327,0,0
JOHNSON & JOHNSON,COM,478160104,348657832000,2282539,,SOLE,2282539,0,0
GLOBUS MED INC,CL A,379577208,25770434000,436639,,SOLE,436639,0,0
HENRY JACK & ASSOC INC,COM,426281101,7463182000,41423,,SOLE,41423,0,0
GEN DIGITAL INC,COM,668771108,37902186000,1289190,,SOLE,1289190,0,0
HEWLETT PACKARD ENTERPRISE C,COM,42824C109,25119451000,1228335,,SOLE,1228335,0,0
HORMEL FOODS CORP,COM,440452100,497613000,16450,,SOLE,16450,0,0
HAEMONETICS CORP MASS,COM,405024100,3453249000,46284,,SOLE,46284,0,0
GENPACT LIMITED,SHS,G3922B107,23134825000,525672,,SOLE,525672,0,0
FLAGSTAR FINANCIAL INC,COM NEW,649445400,4553654000,429590,,SOLE,429590,0,0
HENRY SCHEIN INC,COM,806407102,257136000,3520,,SOLE,3520,0,0
ISHARES INC,CORE MSCI EMKT,46434G103,1031514039000,17183309,,SOLE,17183309,0,0
GODADDY INC,CL A,380237107,73200152000,406532,,SOLE,406532,0,0
GATES INDL CORP PLC,ORD SHS,G39108108,6368578000,276534,,SOLE,276534,0,0
ISHARES TR,MBS ETF,464288588,137098178000,1460200,,SOLE,1460200,0,0
FRESHWORKS INC,CLASS A COM,358054104,17168790000,1151495,,SOLE,1151495,0,0
INSULET CORP,COM,45784P101,722928000,2301,,SOLE,2301,0,0
GE VERNOVA INC,COM,36828A101,411817866000,778263,,SOLE,778263,0,0
GSK PLC,SPONSORED ADR,37733W204,51611213000,1344042,,SOLE,1344042,0,0
ISHARES TR,IBOXX INV CP ETF,464287242,113479233000,1035300,,SOLE,1035300,0,0
FIDELITY NATL INFORMATION SV,COM,31620M106,10898112000,133867,,SOLE,133867,0,0
INCYTE CORP,COM,45337C102,26837120000,394084,,SOLE,394084,0,0
GRAND CANYON ED INC,COM,38526M106,9481752000,50168,,SOLE,50168,0,0
GILDAN ACTIVEWEAR INC,COM,375916103,1567224000,31870,,SOLE,31870,0,0
GE HEALTHCARE TECHNOLOGIES I,COMMON STOCK,36266G107,1115939000,15066,,SOLE,15066,0,0
HUBBELL INC,COM,443510607,247088000,605,,SOLE,605,0,0
JABIL INC,COM,466313103,14306269000,65595,,SOLE,65595,0,0
GITLAB INC,CLASS A COM,37637K108,7623229000,168992,,SOLE,168992,0,0
GRAB HOLDINGS LIMITED,CLASS A ORD,G4124C109,53225408000,10581592,,SOLE,10581592,0,0
FIRSTCASH HOLDINGS INC,COM,33768G107,951926000,7044,,SOLE,7044,0,0
ISOENERGY LTD,COM NEW,46500E867,267214000,37589,,SOLE,37589,0,0
FULTON FINL CORP PA,COM,360271100,2523525000,139885,,SOLE,139885,0,0
GRAHAM HLDGS CO,COM CL B,384637104,281959000,298,,SOLE,298,0,0
GLOBE LIFE INC,COM,37959E102,26513543000,213320,,SOLE,213320,0,0
INSPIRE MED SYS INC,COM,457730109,18381531000,141647,,SOLE,141647,0,0
F5 INC,COM,315616102,6756999000,22958,,SOLE,22958,0,0
GENWORTH FINL INC,COM SHS,37247D106,406629000,52266,,SOLE,52266,0,0
ISHARES INC,MSCI STH KOR ETF,464286772,116830851000,1627624,,SOLE,1627624,0,0
INTERDIGITAL INC,COM,45867G101,5582206000,24895,,SOLE,24895,0,0
GFL ENVIRONMENTAL INC,SUB VTG SHS,36168Q104,5758899000,114128,,SOLE,114128,0,0
FISERV INC,COM,337738108,217559524000,1261873,,SOLE,1261873,0,0
HOPE BANCORP INC,COM,43940T109,2393777000,223092,,SOLE,223092,0,0
EXELIXIS INC,COM,30161Q104,919625000,20865,,SOLE,20865,0,0
JOHNSON CTLS INTL PLC,SHS,G51502105,250319000,2370,,SOLE,2370,0,0
ISHARES INC,MSCI MEXICO ETF,464286822,6785385000,112044,,SOLE,112044,0,0
FLEX LTD,ORD,Y2573F102,15362481000,307742,,SOLE,307742,0,0
EXPEDIA GROUP INC,COM NEW,30212P303,143136450000,848568,,SOLE,848568,0,0
GLOBAL PMTS INC,COM,37940X102,107079113000,1337820,,SOLE,1337820,0,0
GILEAD SCIENCES INC,COM,375558103,73872681000,666300,,SOLE,666300,0,0
HUNTINGTON BANCSHARES INC,COM,446150104,14617687000,872177,,SOLE,872177,0,0
GRANITE CONSTR INC,COM,387328107,1658493000,17736,,SOLE,17736,0,0
IDEXX LABS INC,COM,45168D104,1407893000,2625,,SOLE,2625,0,0
HARTFORD INSURANCE GROUP INC,COM,416515104,89180095000,702925,,SOLE,702925,0,0
FLOWERS FOODS INC,COM,343498101,176323000,11034,,SOLE,11034,0,0
HUBSPOT INC,COM,443573100,10049398000,18054,,SOLE,18054,0,0
HIMS & HERS HEALTH INC,COM CL A,433000106,29811746000,598029,,SOLE,598029,0,0
HARMONY GOLD MINING CO LTD,SPONSORED ADR,413216300,9113413000,652356,,SOLE,652356,0,0
GE AEROSPACE,COM NEW,369604301,37064417000,144001,,SOLE,144001,0,0
EVEREST GROUP LTD,COM,G3223R108,39691761000,116792,,SOLE,116792,0,0
HEXCEL CORP NEW,COM,428291108,6554139000,116023,,SOLE,116023,0,0
JANUS HENDERSON GROUP PLC,ORD SHS,G4474Y214,1084646000,27926,,SOLE,27926,0,0
JPMORGAN CHASE & CO.,COM,46625H100,14868614000,51287,,SOLE,51287,0,0
FIRST AMERN FINL CORP,COM,31847R102,5783306000,94206,,SOLE,94206,0,0
FRONTDOOR INC,COM,35905A109,2232470000,37877,,SOLE,37877,0,0
HANOVER INS GROUP INC,COM,410867105,6920504000,40740,,SOLE,40740,0,0
EXXON MOBIL CORP,COM,30231G102,104381446000,968288,,SOLE,968288,0,0
GROUP 1 AUTOMOTIVE INC,COM,398905109,6164598000,14116,,SOLE,14116,0,0
GULFPORT ENERGY CORP,COMMON SHARES,402635502,16113315000,80098,,SOLE,80098,0,0
HOLOGIC INC,COM,436440101,476580000,7314,,SOLE,7314,0,0
FORTINET INC,COM,34959E109,335572618000,3174164,,SOLE,3174164,0,0
FOX CORP,CL A COM,35137L105,66150905000,1180423,,SOLE,1180423,0,0
HERSHEY CO,COM,427866108,1385683000,8350,,SOLE,8350,0,0
GENERAL MLS INC,COM,370334104,1608182000,31040,,SOLE,31040,0,0
FRONTIER GROUP HLDGS INC,COM,35909R108,2980673000,821122,,SOLE,821122,0,0
FIDELITY NATIONAL FINANCIAL,COM SHS,31620R303,392476000,7001,,SOLE,7001,0,0
IDACORP INC,COM,451107106,10061352000,87149,,SOLE,87149,0,0
FOOT LOCKER INC,COM,344849104,2867946000,117059,,SOLE,117059,0,0
GOLD FIELDS LTD,SPONSORED ADR,38059T106,23738146000,1002879,,SOLE,1002879,0,0
ILLINOIS TOOL WKS INC,COM,452308109,695020000,2811,,SOLE,2811,0,0
GRACO INC,COM,384109104,3590107000,41760,,SOLE,41760,0,0
INGREDION INC,COM,457187102,760014000,5604,,SOLE,5604,0,0
HUDBAY MINERALS INC,COM,443628102,1741032000,164404,,SOLE,164404,0,0
GLOBAL X FDS,GLOBAL X URANIUM,37954Y871,22369618000,576388,,SOLE,576388,0,0
INTUIT,COM,461202103,46342574000,58838,,SOLE,58838,0,0
HCA HEALTHCARE INC,COM,40412C101,155809069000,406706,,SOLE,406706,0,0
GENTEX CORP,COM,371901109,26119150000,1187774,,SOLE,1187774,0,0
EVERCORE INC,CLASS A,29977A105,1280705000,4743,,SOLE,4743,0,0
GUARDANT HEALTH INC,COM,40131M109,201395000,3870,,SOLE,3870,0,0
INTUITIVE SURGICAL INC,COM NEW,46120E602,6391588000,11762,,SOLE,11762,0,0
ISHARES TR,IBOXX HI YD ETF,464288513,591487000,7334,,SOLE,7334,0,0
FEDERATED HERMES INC,CL B,314211103,7063323000,159371,,SOLE,159371,0,0
ISHARES TR,CORE S&P500 ETF,464287200,1434123775000,2309750,,SOLE,1481834,0,827916
MICROSTRATEGY INC,CL A NEW,594972408,2895904000,7164,,SOLE,7164,0,0
MICROSOFT CORP,COM,594918104,853086502000,1715057,,SOLE,1715057,0,0
NUTRIEN LTD,COM,67077M108,11520396000,197809,,SOLE,197809,0,0
LENNAR CORP,CL A,526057104,26407474000,238744,,SOLE,238744,0,0
NVR INC,COM,62944T105,1085692000,147,,SOLE,147,0,0
MAXIMUS INC,COM,577933104,450333000,6415,,SOLE,6415,0,0
MERCK & CO INC,COM,58933Y105,91091154000,1150722,,SOLE,1150722,0,0
MCDONALDS CORP,COM,580135101,11817692000,40448,,SOLE,40448,0,0
LAUDER ESTEE COS INC,CL A,518439104,1064944000,13180,,SOLE,13180,0,0
OLD REP INTL CORP,COM,680223104,4721624000,122831,,SOLE,122831,0,0
KEYCORP,COM,493267108,13291983000,763030,,SOLE,763030,0,0
OKTA INC,CL A,679295105,23156051000,231630,,SOLE,231630,0,0
MCKESSON CORP,COM,58155Q103,108282168000,147769,,SOLE,147769,0,0
NEWMONT CORP,COM,651639106,44558530000,764822,,SOLE,764822,0,0
KEYSIGHT TECHNOLOGIES INC,COM,49338L103,25351108000,154712,,SOLE,154712,0,0
KROGER CO,COM,501044101,64350776000,897125,,SOLE,897125,0,0
LIVERAMP HLDGS INC,COM,53815P108,293990000,8898,,SOLE,8898,0,0
KB HOME,COM,48666K109,572765000,10813,,SOLE,10813,0,0
OMEGA HEALTHCARE INVS INC,COM,681936100,719769000,19639,,SOLE,19639,0,0
KENVUE INC,COM,49177J102,2277749000,108827,,SOLE,108827,0,0
METLIFE INC,COM,59156R108,151985919000,1889902,,SOLE,1889902,0,0
MOLINA HEALTHCARE INC,COM,60855R100,9922155000,33307,,SOLE,33307,0,0
KEURIG DR PEPPER INC,COM,49271V100,2414537000,73035,,SOLE,73035,0,0
KRAFT HEINZ CO,COM,500754106,1250695000,48439,,SOLE,48439,0,0
NORTHWESTERN ENERGY GROUP IN,COM NEW,668074305,12966229000,252753,,SOLE,252753,0,0
MERITAGE HOMES CORP,COM,59001A102,1158983000,17306,,SOLE,17306,0,0
NEUROCRINE BIOSCIENCES INC,COM,64125C109,1124046000,8943,,SOLE,8943,0,0
NETAPP INC,COM,64110D104,32831038000,308128,,SOLE,308128,0,0
