nameOfIssuer,titleOfClass,cusip,value,shares,putCall,investmentDiscretion,va_sole,va_shared,va_none
CHARTER COMMUNICATIONS INC N,CL A,16119P108,731258969000,1984259,,DFND,1984259,0,0
CHEVRON CORP NEW,COM,166764100,2938281727000,17564001,,DFND,17564001,0,0
CHEVRON CORP NEW,COM,166764100,10271606000,61400,,DFND,61400,0,0
CHEVRON CORP NEW,COM,166764100,349970680000,2092000,,DFND,2092000,0,0
CHEVRON CORP NEW,COM,166764100,5439803726000,32517208,,DFND,32517208,0,0
CHEVRON CORP NEW,COM,166764100,478181736000,2858400,,DFND,2858400,0,0
CHEVRON CORP NEW,COM,166764100,10301638737000,61579525,,DFND,61579525,0,0
CHEVRON CORP NEW,COM,166764100,324208020000,1938000,,DFND,1938000,0,0
COCA COLA CO,COM,191216100,57296000000,800000,,DFND,800000,0,0
COCA COLA CO,COM,191216100,26604753000,371471,,DFND,371471,0,0
COCA COLA CO,COM,191216100,6087700000,85000,,DFND,85000,0,0
COCA COLA CO,COM,191216100,5749882784000,80283200,,DFND,80283200,0,0
COCA COLA CO,COM,191216100,130634880000,1824000,,DFND,1824000,0,0
COCA COLA CO,COM,191216100,1032130144000,14411200,,DFND,14411200,0,0
COCA COLA CO,COM,191216100,1073612448000,14990400,,DFND,14990400,0,0
COCA COLA CO,COM,191216100,20248601851000,282722729,,DFND,282722729,0,0
COCA COLA CO,COM,191216100,254394240000,3552000,,DFND,3552000,0,0
COCA COLA CO,COM,191216100,68755200000,960000,,DFND,960000,0,0
CONSTELLATION BRANDS INC,CL A,21036P108,73408000000,400000,,DFND,400000,0,0
CONSTELLATION BRANDS INC,CL A,21036P108,2130483680000,11609000,,DFND,11609000,0,0
DAVITA INC,COM,23918K108,2574804501000,16832088,,DFND,16832088,0,0
DAVITA INC,COM,23918K108,2800940511000,18310391,,DFND,18310391,0,0
DIAGEO P L C,SPON ADR NEW,25243Q205,23865923000,227750,,DFND,227750,0,0
DOMINOS PIZZA INC,COM,25754A201,1204040643000,2620613,,DFND,2620613,0,0
HEICO CORP NEW,CL A,422806208,245165705000,1162088,,DFND,1162088,0,0
JEFFERIES FINL GROUP INC,COM,47233W109,23225702000,433558,,DFND,433558,0,0
KRAFT HEINZ CO,COM,500754106,9909067512000,325634818,,DFND,325634818,0,0
KROGER CO,COM,501044101,1124133922000,16607090,,DFND,16607090,0,0
KROGER CO,COM,501044101,52021863000,768531,,DFND,768531,0,0
KROGER CO,COM,501044101,363300285000,5367119,,DFND,5367119,0,0
KROGER CO,COM,501044101,1845043929000,27257260,,DFND,27257260,0,0
LENNAR CORP,CL B,526057302,16641028000,152572,,DFND,152572,0,0
LIBERTY MEDIA CORP DEL,COM LBTY LIV S C,531229722,248001117000,3639582,,DFND,3639582,0,0
LIBERTY MEDIA CORP DEL,COM LBTY LIV S C,531229722,9754718000,143157,,DFND,143157,0,0
LIBERTY MEDIA CORP DEL,COM LBTY LIV S C,531229722,376790078000,5529646,,DFND,5529646,0,0
LIBERTY MEDIA CORP DEL,COM LBTY LIV S C,531229722,11080927000,162620,,DFND,162620,0,0
LIBERTY MEDIA CORP DEL,COM LBTY LIV S C,531229722,98302580000,1442656,,DFND,1442656,0,0
LIBERTY MEDIA CORP DEL,COM LBTY LIV S A,531229748,68026574000,1011698,,DFND,1011698,0,0
LIBERTY MEDIA CORP DEL,COM LBTY LIV S A,531229748,220868271000,3284775,,DFND,3284775,0,0
LIBERTY MEDIA CORP DEL,COM LBTY LIV S A,531229748,15690252000,233347,,DFND,233347,0,0
LIBERTY MEDIA CORP DEL,COM LBTY LIV S A,531229748,30713080000,456768,,DFND,456768,0,0
LIBERTY MEDIA CORP DEL,COM SER C FRMLA,531229854,301065448000,3344800,,DFND,3344800,0,0
LIBERTY MEDIA CORP DEL,COM SER C FRMLA,531229854,3760618000,41780,,DFND,41780,0,0
LIBERTY MEDIA CORP DEL,COM SER C FRMLA,531229854,11289054000,125420,,DFND,125420,0,0
LOUISIANA PAC CORP,COM,546347105,121402930000,1319884,,DFND,1319884,0,0
LOUISIANA PAC CORP,COM,546347105,399644730000,4344909,,DFND,4344909,0,0
MASTERCARD INC,CL A,57636Q104,2185161502000,3986648,,DFND,3986648,0,0
MOODYS CORP,COM,615369105,33576249000,72100,,DFND,72100,0,0
MOODYS CORP,COM,615369105,5576138530000,11973928,,DFND,11973928,0,0
MOODYS CORP,COM,615369105,5878754138000,12623750,,DFND,12623750,0,0
NVR INC,COM,62944T105,80499662000,11112,,DFND,11112,0,0
OCCIDENTAL PETE CORP,COM,674599105,13077509034000,264941431,,DFND,264941431,0,0
POOL CORP,COM,73278L105,124156500000,390000,,DFND,390000,0,0
POOL CORP,COM,73278L105,341907900000,1074000,,DFND,1074000,0,0
SIRIUS XM HOLDINGS INC,COMMON STOCK,829933100,360379345000,15984890,,DFND,15984890,0,0
SIRIUS XM HOLDINGS INC,COMMON STOCK,829933100,2167030382000,96120221,,DFND,96120221,0,0
SIRIUS XM HOLDINGS INC,COMMON STOCK,829933100,29905740000,1326491,,DFND,1326491,0,0
SIRIUS XM HOLDINGS INC,COMMON STOCK,829933100,143050054000,6345090,,DFND,6345090,0,0
T-MOBILE US INC,COM,872590104,1035673603000,3883145,,DFND,3883145,0,0
VERISIGN INC,COM,92343E102,1338643055000,5272947,,DFND,5272947,0,0
VERISIGN INC,COM,92343E102,2035258781000,8016933,,DFND,8016933,0,0
VISA INC,COM CL A,92826C839,2907927832000,8297460,,DFND,8297460,0,0
AON PLC,SHS CL A,G0403H108,919503360000,2304000,,DFND,2304000,0,0
AON PLC,SHS CL A,G0403H108,17482537000,43806,,DFND,43806,0,0
AON PLC,SHS CL A,G0403H108,699283103000,1752194,,DFND,1752194,0,0
LIBERTY LATIN AMERICA LTD,COM CL A,G9001E102,6365492000,1005607,,DFND,1005607,0,0
LIBERTY LATIN AMERICA LTD,COM CL A,G9001E102,10287421000,1625185,,DFND,1625185,0,0
LIBERTY LATIN AMERICA LTD,COM CL C,G9001E128,7973764000,1284020,,DFND,1284020,0,0
CHUBB LIMITED,COM,H1467J104,8163932430000,27033784,,DFND,27033784,0,0
