nameOfIssuer,titleOfClass,cusip,value,shares,putCall,investmentDiscretion,va_sole,va_shared,va_none
BLOOM ENERGY CORP,COM CL A,093712107,4712494000,55723,,SOLE,55723,0,0
BLUE OWL CAPITAL CORPORATION,COM,69121K104,419648000,32862,,SOLE,32862,0,0
BOEING CO,COM,097023105,1392751000,6453,,SOLE,6453,0,0
BOISE CASCADE CO DEL,COM,09739D100,342450000,4429,,SOLE,4429,0,0
BOK FINL CORP,COM NEW,05561Q201,5402946000,48483,,SOLE,48483,0,0
BOOKING HOLDINGS INC,COM,09857L108,419690656000,77731,,SOLE,77731,0,0
BOOT BARN HLDGS INC,COM,099406100,1084140000,6542,,SOLE,6542,0,0
BOOZ ALLEN HAMILTON HLDG COR,CL A,099502106,7896950000,79009,,SOLE,79009,0,0
BORGWARNER INC,COM,099724106,38482760000,875404,,SOLE,875404,0,0
BOSTON BEER INC,CL A,100557107,2288622000,10825,,SOLE,10825,0,0
BOSTON SCIENTIFIC CORP,COM,101137107,15594342000,159729,,SOLE,159729,0,0
BOX INC,CL A,10316T104,2581826000,80007,,SOLE,80007,0,0
BOYD GAMING CORP,COM,103304101,18587269000,215006,,SOLE,215006,0,0
BP PLC,SPONSORED ADR,055622104,13735963000,398606,,SOLE,398606,0,0
BREAD FINANCIAL HOLDINGS INC,COM,018581108,2536977000,45490,,SOLE,45490,0,0
BRIGHT HORIZONS FAM SOL IN D,COM,109194100,4084838000,37624,,SOLE,37624,0,0
BRIGHTHOUSE FINL INC,COM,10922N103,3202794000,60339,,SOLE,60339,0,0
BRINKER INTL INC,COM,109641100,1902480000,15018,,SOLE,15018,0,0
BRINKS CO,COM,109696104,3085688000,26405,,SOLE,26405,0,0
BRISTOL-MYERS SQUIBB CO,COM,110122108,20025843000,444032,,SOLE,444032,0,0
BRITISH AMERN TOB PLC,SPONSORED ADR,110448107,198663578000,3742720,,SOLE,3742720,0,0
BRIXMOR PPTY GROUP INC,COM,11120U105,1298635000,46916,,SOLE,46916,0,0
BROADCOM INC,COM,11135F101,278902945000,845391,,SOLE,845391,0,0
BROADRIDGE FINL SOLUTIONS IN,COM,11133T103,2098040000,8809,,SOLE,8809,0,0
BROOKFIELD CORP,CL A LTD VT SH,11271J107,26403321000,384727,,SOLE,384727,0,0
BROWN FORMAN CORP,CL B,115637209,556792000,20561,,SOLE,20561,0,0
BRUNSWICK CORP,COM,117043109,3106096000,49116,,SOLE,49116,0,0
BUCKLE INC,COM,118440106,4165329000,71008,,SOLE,71008,0,0
BUILDERS FIRSTSOURCE INC,COM,12008R107,3313035000,27324,,SOLE,27324,0,0
CABOT CORP,COM,127055101,2463183000,32389,,SOLE,32389,0,0
CADENCE BANK,COM,12740C103,16128460000,429634,,SOLE,429634,0,0
CAE INC,COM,124765108,360239000,12163,,SOLE,12163,0,0
CAL MAINE FOODS INC,COM NEW,128030202,18765234000,199418,,SOLE,199418,0,0
CALIX INC,COM,13100M509,2202815000,35894,,SOLE,35894,0,0
CAMECO CORP,COM,13321L108,24663464000,293928,,SOLE,293928,0,0
CANADIAN IMPERIAL BANK OF CO,COM,136069101,890224000,11138,,SOLE,11138,0,0
CANADIAN NATL RY CO,COM,136375102,19168171000,203220,,SOLE,203220,0,0
CANADIAN PACIFIC KANSAS CITY,COM,13646K108,27012234000,362629,,SOLE,362629,0,0
CAPITAL ONE FINL CORP,COM,14040H105,43308711000,203729,,SOLE,203729,0,0
CARDINAL HEALTH INC,COM,14149Y108,42698300000,272033,,SOLE,272033,0,0
CARGURUS INC,COM CL A,141788109,3957698000,106304,,SOLE,106304,0,0
CARLISLE COS INC,COM,142339100,12584365000,38255,,SOLE,38255,0,0
CARNIVAL CORP,UNIT 99/99/9999,143658300,5729442000,198182,,SOLE,198182,0,0
CARPENTER TECHNOLOGY CORP,COM,144285103,8001412000,32587,,SOLE,32587,0,0
CARRIER GLOBAL CORPORATION,COM,14448C104,8039083000,134658,,SOLE,134658,0,0
CARVANA CO,CL A,146869102,5367748000,14229,,SOLE,14229,0,0
CASEYS GEN STORES INC,COM,147528103,5417462000,9583,,SOLE,9583,0,0
CAVA GROUP INC,COM,148929102,402572000,6664,,SOLE,6664,0,0
CAVCO INDS INC DEL,COM,149568107,1446018000,2490,,SOLE,2490,0,0
CBOE GLOBAL MKTS INC,COM,12503M108,6700966000,27323,,SOLE,27323,0,0
CCC INTELLIGENT SOLUTIONS HL,COM,12510Q100,403254000,44265,,SOLE,44265,0,0
CELANESE CORP DEL,COM,150870103,6554170000,155755,,SOLE,155755,0,0
CELESTICA INC,COM,15101Q207,39222218000,159194,,SOLE,159194,0,0
CELSIUS HLDGS INC,COM NEW,15118V207,7896194000,137349,,SOLE,137349,0,0
CENCORA INC,COM,03073E105,15728385000,50326,,SOLE,50326,0,0
CENOVUS ENERGY INC,COM,15135U109,1626656000,95782,,SOLE,95782,0,0
CENTENE CORP DEL,COM,15135B101,24128921000,676259,,SOLE,676259,0,0
CENTERPOINT ENERGY INC,COM,15189T107,327472000,8440,,SOLE,8440,0,0
CENTERRA GOLD INC,COM,152006102,333680000,31139,,SOLE,31139,0,0
CENTRUS ENERGY CORP,CL A,15643U104,2664742000,8594,,SOLE,8594,0,0
CERTARA INC,COM,15687V109,233671000,19122,,SOLE,19122,0,0
CF INDS HLDGS INC,COM,125269100,8056854000,89820,,SOLE,89820,0,0
CGI INC,CL A SUB VTG,12532H104,348877000,3916,,SOLE,3916,0,0
CHARLES RIV LABS INTL INC,COM,159864107,3114806000,19908,,SOLE,19908,0,0
CHARTER COMMUNICATIONS INC N,CL A,16119P108,19462578000,70746,,SOLE,70746,0,0
CHECK POINT SOFTWARE TECH LT,ORD,M22465104,39942734000,193044,,SOLE,193044,0,0
CHEMED CORP NEW,COM,16359R103,2028262000,4530,,SOLE,4530,0,0
CHEMOURS CO,COM,163851108,4270638000,269611,,SOLE,269611,0,0
CHENIERE ENERGY INC,COM NEW,16411R208,9449016000,40212,,SOLE,40212,0,0
CHEWY INC,CL A,16679L109,1902889000,47043,,SOLE,47043,0,0
CHIPOTLE MEXICAN GRILL INC,COM,169656105,17635226000,449993,,SOLE,449993,0,0
CHOICE HOTELS INTL INC,COM,169905106,1858523000,17384,,SOLE,17384,0,0
CHORD ENERGY CORPORATION,COM NEW,674215207,538089000,5415,,SOLE,5415,0,0
CHUBB LIMITED,COM,H1467J104,18933894000,67082,,SOLE,67082,0,0
CHURCH & DWIGHT CO INC,COM,171340102,1307965000,14926,,SOLE,14926,0,0
CHURCHILL DOWNS INC,COM,171484108,2874503000,29631,,SOLE,29631,0,0
CIENA CORP,COM NEW,171779309,23555859000,161707,,SOLE,161707,0,0
CINCINNATI FINL CORP,COM,172062101,1577680000,9979,,SOLE,9979,0,0
CINTAS CORP,COM,172908105,4925419000,23996,,SOLE,23996,0,0
CIRRUS LOGIC INC,COM,172755100,7570398000,60423,,SOLE,60423,0,0
CISCO SYS INC,COM,17275R102,122231509000,1786488,,SOLE,1786488,0,0
CITIGROUP INC,COM NEW,172967424,127996778000,1261052,,SOLE,1261052,0,0
CITIZENS FINL GROUP INC,COM,174610105,44847105000,843625,,SOLE,843625,0,0
CLEAN HARBORS INC,COM,184496107,1338052000,5762,,SOLE,5762,0,0
CLEANSPARK INC,COM NEW,18452B209,937352000,64645,,SOLE,64645,0,0
CLEARWAY ENERGY INC,CL C,18539C204,2759629000,97686,,SOLE,97686,0,0
CLEVELAND-CLIFFS INC NEW,COM,185899101,1224599000,100377,,SOLE,100377,0,0
CLOROX CO DEL,COM,189054109,2396089000,19433,,SOLE,19433,0,0
CLOUDFLARE INC,CL A COM,18915M107,3222069000,15015,,SOLE,15015,0,0
CMS ENERGY CORP,COM,125896100,3703366000,50551,,SOLE,50551,0,0
CNA FINL CORP,COM,126117100,9683100000,208418,,SOLE,208418,0,0
CNO FINL GROUP INC,COM,12621E103,9982064000,252391,,SOLE,252391,0,0
CNX RES CORP,COM,12653C108,3188424000,99266,,SOLE,99266,0,0
COCA COLA CO,COM,191216100,16676761000,251459,,SOLE,251459,0,0
COCA COLA CONS INC,COM,191098102,3080371000,26292,,SOLE,26292,0,0
COEUR MNG INC,COM NEW,192108504,1580868000,84268,,SOLE,84268,0,0
COGNIZANT TECHNOLOGY SOLUTIO,CL A,192446102,28202466000,420493,,SOLE,420493,0,0
COLGATE PALMOLIVE CO,COM,194162103,9647159000,120680,,SOLE,120680,0,0
COLUMBIA SPORTSWEAR CO,COM,198516106,1528834000,29232,,SOLE,29232,0,0
COMCAST CORP NEW,CL A,20030N101,215529418000,6859625,,SOLE,6859625,0,0
COMERICA INC,COM,200340107,25478408000,371839,,SOLE,371839,0,0
COMFORT SYS USA INC,COM,199908104,42977850000,52083,,SOLE,52083,0,0
COMMERCE BANCSHARES INC,COM,200525103,5476108000,91635,,SOLE,91635,0,0
COMMSCOPE HLDG CO INC,COM,20337X109,9640665000,622782,,SOLE,622782,0,0
COMMVAULT SYS INC,COM,204166102,7142303000,37834,,SOLE,37834,0,0
CONAGRA BRANDS INC,COM,205887102,1930332000,105425,,SOLE,105425,0,0
CONCENTRIX CORP,COM,20602D101,7584199000,164338,,SOLE,164338,0,0
CONMED CORP,COM,207410101,279029000,5933,,SOLE,5933,0,0
CONSOLIDATED EDISON INC,COM,209115104,6864611000,68291,,SOLE,68291,0,0
CONSTELLATION BRANDS INC,CL A,21036P108,2597246000,19286,,SOLE,19286,0,0
COOPER COS INC,COM,216648501,470253000,6859,,SOLE,6859,0,0
COPA HOLDINGS SA,CL A,P31076105,7566933000,63684,,SOLE,63684,0,0
CORCEPT THERAPEUTICS INC,COM,218352102,25427172000,305946,,SOLE,305946,0,0
CORE & MAIN INC,CL A,21874C102,1928890000,35833,,SOLE,35833,0,0
CORE SCIENTIFIC INC NEW,COM,21874A106,3188656000,177740,,SOLE,177740,0,0
COREBRIDGE FINL INC,COM,21871X109,15650688000,488321,,SOLE,488321,0,0
COREWEAVE INC,COM CL A,21873S108,37025589000,270556,,SOLE,270556,0,0
CORPAY INC,COM SHS,219948106,30944269000,107423,,SOLE,107423,0,0
CORTEVA INC,COM,22052L104,12931938000,191216,,SOLE,191216,0,0
COSTCO WHSL CORP NEW,COM,22160K105,38408091000,41494,,SOLE,41494,0,0
COTERRA ENERGY INC,COM,127097103,35067203000,1482757,,SOLE,1482757,0,0
COTY INC,COM CL A,222070203,790935000,195776,,SOLE,195776,0,0
COUPANG INC,CL A,22266T109,295145000,9166,,SOLE,9166,0,0
COURSERA INC,COM,22266M104,1642210000,140240,,SOLE,140240,0,0
CREDIT ACCEP CORP MICH,COM,225310101,5308994000,11370,,SOLE,11370,0,0
CREDO TECHNOLOGY GROUP HOLDI,ORDINARY SHARES,G25457105,51372082000,352806,,SOLE,352806,0,0
CRH PLC,ORD,G25508105,2517061000,20993,,SOLE,20993,0,0
CROCS INC,COM,227046109,27801262000,332750,,SOLE,332750,0,0
CROWN CASTLE INC,COM,22822V101,945506000,9799,,SOLE,9799,0,0
CROWN HLDGS INC,COM,228368106,6408553000,66348,,SOLE,66348,0,0
CSX CORP,COM,126408103,5503624000,154988,,SOLE,154988,0,0
CUBESMART,COM,229663109,2080694000,51173,,SOLE,51173,0,0
CULLEN FROST BANKERS INC,COM,229899109,17560687000,138524,,SOLE,138524,0,0
CUMMINS INC,COM,231021106,1969511000,4663,,SOLE,4663,0,0
CUREVAC N V,COM,N2451R105,2513934000,466407,,SOLE,466407,0,0
CURTISS WRIGHT CORP,COM,231561101,19651170000,36194,,SOLE,36194,0,0
CVS HEALTH CORP,COM,126650100,89951126000,1193144,,SOLE,1193144,0,0
CYBERARK SOFTWARE LTD,SHS,M2682V108,3789345000,7843,,SOLE,7843,0,0
D R HORTON INC,COM,23331A109,275728000,1627,,SOLE,1627,0,0
DANA INC,COM,235825205,587633000,29323,,SOLE,29323,0,0
DARDEN RESTAURANTS INC,COM,237194105,2719102000,14284,,SOLE,14284,0,0
DATADOG INC,CL A COM,23804L103,2839883000,19943,,SOLE,19943,0,0
DAVITA INC,COM,23918K108,3561447000,26804,,SOLE,26804,0,0
DAYFORCE INC,COM,15677J108,2934783000,42601,,SOLE,42601,0,0
DECKERS OUTDOOR CORP,COM,243537107,6441759000,63547,,SOLE,63547,0,0
DELTA AIR LINES INC DEL,COM NEW,247361702,5162491000,90969,,SOLE,90969,0,0
DENISON MINES CORP,COM,248356107,8152614000,2964587,,SOLE,2964587,0,0
DENTSPLY SIRONA INC,COM,24906P109,5715855000,450422,,SOLE,450422,0,0
DEVON ENERGY CORP NEW,COM,25179M103,34333942000,979291,,SOLE,979291,0,0
DEXCOM INC,COM,252131107,8108109000,120495,,SOLE,120495,0,0
DICKS SPORTING GOODS INC,COM,253393102,2461975000,11079,,SOLE,11079,0,0
DIGITAL RLTY TR INC,COM,253868103,891715000,5158,,SOLE,5158,0,0
DIGITALOCEAN HLDGS INC,COM,25402D102,2306142000,67510,,SOLE,67510,0,0
DILLARDS INC,CL A,254067101,3741569000,6089,,SOLE,6089,0,0
DOCUSIGN INC,COM,256163106,29062507000,403142,,SOLE,403142,0,0
DOLBY LABORATORIES INC,COM CL A,25659T107,684693000,9461,,SOLE,9461,0,0
DOLLAR GEN CORP NEW,COM,256677105,4867268000,47095,,SOLE,47095,0,0
DOLLAR TREE INC,COM,256746108,4648383000,49257,,SOLE,49257,0,0
DOMINION ENERGY INC,COM,25746U109,1087419000,17777,,SOLE,17777,0,0
DONALDSON INC,COM,257651109,3106044000,37948,,SOLE,37948,0,0
DOORDASH INC,CL A,25809K105,84904670000,312161,,SOLE,312161,0,0
DORMAN PRODS INC,COM,258278100,641602000,4116,,SOLE,4116,0,0
DOVER CORP,COM,260003108,8487476000,50875,,SOLE,50875,0,0
DRAFTKINGS INC NEW,COM CL A,26142V105,31883313000,852495,,SOLE,852495,0,0
DROPBOX INC,CL A,26210C104,23729532000,785486,,SOLE,785486,0,0
DT MIDSTREAM INC,COMMON STOCK,23345M107,34690087000,306829,,SOLE,306829,0,0
DTE ENERGY CO,COM,233331107,3946180000,27902,,SOLE,27902,0,0
DUCOMMUN INC DEL,COM,264147109,232346000,2417,,SOLE,2417,0,0
DUKE ENERGY CORP NEW,COM NEW,26441C204,4412801000,35659,,SOLE,35659,0,0
DUOLINGO INC,CL A COM,26603R106,16277380000,50576,,SOLE,50576,0,0
DUPONT DE NEMOURS INC,COM,26614N102,12572593000,161394,,SOLE,161394,0,0
DXC TECHNOLOGY CO,COM,23355L106,4205537000,308550,,SOLE,308550,0,0
DYCOM INDS INC,COM,267475101,5913683000,20269,,SOLE,20269,0,0
DYNATRACE INC,COM NEW,268150109,60857221000,1256083,,SOLE,1256083,0,0
DYNEX CAP INC,COM,26817Q886,475684000,38705,,SOLE,38705,0,0
E L F BEAUTY INC,COM,26856L103,2796123000,21106,,SOLE,21106,0,0
EAGLE MATLS INC,COM,26969P108,1521751000,6530,,SOLE,6530,0,0
EASTERN BANKSHARES INC,COM,27627N105,7193880000,396357,,SOLE,396357,0,0
EATON CORP PLC,SHS,G29183103,2720798000,7270,,SOLE,7270,0,0
EBAY INC.,COM,278642103,96866207000,1065049,,SOLE,1065049,0,0
ECOLAB INC,COM,278865100,12801312000,46744,,SOLE,46744,0,0
EDWARDS LIFESCIENCES CORP,COM,28176E108,14022475000,180307,,SOLE,180307,0,0
ELASTIC N V,ORD SHS,N14506104,19378964000,229364,,SOLE,229364,0,0
ELBIT SYS LTD,ORD,M3760D101,3099584000,6080,,SOLE,6080,0,0
ELECTRONIC ARTS INC,COM,285512109,10486988000,51993,,SOLE,51993,0,0
ELEVANCE HEALTH INC FORMERLY,COM,036752103,17837193000,55203,,SOLE,55203,0,0
ELI LILLY & CO,COM,532457108,7966483000,10441,,SOLE,10441,0,0
